id,day_not_date,site_id,elevation_m_asl,aspect,species,project,plot_id,plant_id,veg_height_cm,rep_height_cm,wet_mass_g,dry_mass_g,leaf_area_cm2,leaf_thickness_mm,wet_sla_cm2_g,sla_cm2_g,ldmc,bulk_nr,wet_mass_total_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,remark,new_species,n,leaf_area_total_cm2,wet_bulk_nr,wet_nr_pieces,dry_bulk_nr,dry_nr_pieces,dry_mass_total_g,check_scan,remarks,orchids,nr
DSS3213,6,2,2200,west,helichrysum_pallidum,TS,3,2,7,NA,0.7126,0.15,14.059,0.808,19.729160819534098,93.72666666666666,0.21049677238282347,1,0.7126,0.77,0.767,0.887,NA,NA,1,14.059,1,1,1,1,0.15,no,NA,NA,422
DJP8535,8,4,2600,east,helichrysum_pallidum,TS,2,3,2.5,NA,1.1653,0.2283,23.515,0.9716666666666667,20.179352956320262,103.00043802014893,0.19591521496610315,1,1.1653,0.747,1.2,0.968,NA,NA,1,23.515,1,1,1,1,0.2283,no,NA,NA,466
HEY6062,6,3,2400,west,helichrysum_pallidum,TS,0,NA,4.8,33,1.4315,0.2501,24.789,0.9526666666666667,17.31680055885435,99.11635345861656,0.17471184072651064,1,1.4315,1.013,0.888,0.957,NA,NA,1,24.789,1,1,1,1,0.2501,no,NA,NA,467
DTR6813,6,2,2200,east,ajuga_ophrydis,TS,1,2,7,NA,0.3187,0.0485,7.755,0.5126666666666667,24.333228741763413,159.89690721649484,0.15218073423282086,1,0.3187,0.455,0.526,0.557,NA,NA,1,7.755,1,1,1,1,0.0485,no,NA,NA,330
HKE9266,7,1,2000,west,helichrysum_ecklonis,TSP,0,NA,NA,NA,0.18385,0.01735,2.5815,0.8836666666666667,14.041338047321185,148.78962536023056,0.09437041066086484,2,0.3677,0.927,0.898,0.826,cutout HKA4733. no height.,NA,2,5.163,2,2,1,2,0.0347,yes,NA,NA,232
DIC7712,8,5,2800,east,berkheya_rhapontica,TS,3,3,0.5,NA,0.0826,0.0043,7.625,0.7463333333333333,92.31234866828086,1773.2558139534883,0.052058111380145274,1,0.0826,0.788,0.736,0.715,NA,NA,20,7.625,1,1,1,1,0.0043,no,NA,NA,421
IEM6397,8,4,2600,east,oxalis_depressa,T,2,3,1.1,NA,0.0182,NA,0.5215,0.32266666666666666,28.65384615384615,NA,NA,2,0.0364,0.392,0.278,0.298,NA,NA,2,1.043,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICY5638,8,4,2600,east,c_f_hesperantha_baurii,T,2,1,8,NA,0.1347,NA,3.987,0.46366666666666667,29.59910913140312,NA,NA,1,0.1347,0.494,0.436,0.461,NA,c_f_hesperantha_baurii,2,3.987,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOQ1288,8,4,2600,east,helichrysum_dasycephalum,T,3,1,12.6,12.5,0.00726,NA,0.2902,0.40166666666666667,39.97245179063361,NA,NA,5,0.0363,0.339,0.404,0.462,NA,helichrysum_dasycephalum,5,1.451,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFX6636,8,4,2600,east,oxalis_depressa,T,2,2,1.8,NA,0.024433333333333335,NA,0.64,0.3,26.193724420190996,NA,NA,3,0.0733,0.314,0.314,0.272,NA,NA,3,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOF5735,8,5,2800,west,cotula_hispida,T,1,1,4,NA,0.0113,NA,0.4035,0.482,35.707964601769916,NA,NA,2,0.0226,0.51,0.508,0.428,NA,NA,2,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGB4535,8,5,2800,west,festuca_costata,T,4,1,11.4,NA,0.0427,NA,2.396,0.30466666666666664,56.112412177985945,NA,NA,2,0.0854,0.306,0.303,0.305,NA,NA,2,4.792,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICQ2312,8,4,2600,east,tenaxia_disticha,T,2,2,24.6,NA,0.0659,0.030025,3.3815,0.22933333333333333,51.31259484066768,112.62281432139883,0.4556145675265554,4,0.2636,0.274,0.21,0.204,NA,tenaxia_disticha,4,13.526,4,4,4,4,0.1201,no,NA,NA,563
IAJ2341,8,5,2800,west,erica_woodii,T,1,1,20,18,5e-4,2.65e-4,0.0156,0.42933333333333334,31.2,58.867924528301884,0.5299999999999999,20,0.01,0.458,0.438,0.392,NA,NA,20,0.312,20,20,18,18,0.0053,no,NA,NA,548
IBY8626,8,5,2800,west,helichrysum_pallidum,T,4,1,2.6,NA,0.364,0.0049,1.381,0.3463333333333333,3.7939560439560442,281.8367346938776,0.013461538461538462,1,0.364,0.169,0.469,0.401,NA,NA,1,1.381,1,1,1,1,0.0049,no,NA,NA,629
HVF1505,8,5,2800,west,pentameris_exserta,T,2,1,19.5,NA,0.052866666666666666,0.0161,1.426,0.5166666666666667,26.973518284993695,88.57142857142857,0.30453972257250944,3,0.1586,0.47,0.521,0.559,NA,pentameris_exserta,4,4.278,3,3,3,3,0.0483,no,NA,NA,659
IBE0602,8,5,2800,west,pentameris_exserta,T,5,2,31,48,0.0512,0.022,1.387,0.6013333333333333,27.08984375,63.04545454545455,0.42968749999999994,2,0.1024,0.744,0.482,0.578,NA,pentameris_exserta,2,2.774,2,2,2,2,0.044,no,NA,NA,497
ICD5816,8,5,2800,west,themeda_triandra,T,5,3,28,NA,0.04115,0.0136,3.37175,0.20933333333333334,81.93803159173754,247.92279411764707,0.33049817739975695,4,0.1646,0.21,0.217,0.201,tip of leaf broke,NA,3,13.487,4,4,4,4,0.0544,no,NA,NA,522
CUA0480,8,5,2800,west,oxalis_depressa,T,1,2,4.5,NA,0.0239,4e-4,0.591,0.36333333333333334,24.728033472803347,1477.4999999999998,0.016736401673640166,2,0.0478,0.37,0.392,0.328,NA,NA,2,1.182,2,2,2,2,8e-4,no,NA,NA,528
CWG3314,8,5,2800,west,stiburus_alopecuroides,T,2,1,7,NA,0.00608,0.0027400000000000002,0.2924,0.20266666666666666,48.09210526315789,106.71532846715327,0.45065789473684215,5,0.0304,0.213,0.196,0.199,NA,NA,5,1.462,5,5,5,5,0.0137,no,NA,NA,644
HZO8472,8,5,2800,east,themeda_triandra,T,3,3,19,NA,0.0195,0.006166666666666667,1.2489999999999999,0.08633333333333333,64.05128205128204,202.54054054054052,0.3162393162393162,3,0.0585,0.095,0.089,0.075,NA,NA,3,3.747,3,3,3,3,0.0185,no,NA,NA,511
DFL2326,6,2,2200,NA,helichrysum_pilosellum,TS,2,NA,4.4,NA,0.0342,0.0658,NA,0.66,NA,NA,1.9239766081871343,1,0.0342,0.753,0.62,0.607,no aspect on envelope / scan not ticked,NA,NA,NA,1,1,1,1,0.0658,no,NA,NA,1158
DWX5370,8,4,2600,east,bupleurum_mundii,T,4,3,13,60,0.1701,0.0524,5.662,0.375,33.28630217519106,108.05343511450381,0.3080540858318636,1,0.1701,0.352,0.463,0.31,NA,NA,3,5.662,1,1,1,1,0.0524,no,NA,NA,1153
DVP0723,8,4,2600,east,wahlenbergia_krebsii,T,4,1,5,NA,0.012640000000000002,0.00236,0.5871999999999999,0.204,46.455696202531634,248.81355932203385,0.18670886075949364,5,0.0632,0.204,0.206,0.202,NA,NA,5,2.936,5,5,5,5,0.0118,no,NA,NA,1135
DSM6111,6,2,2200,west,helichrysum_pilosellum,TS,3,1,8.1,NA,0.4668,0.0755,14.531,0.32233333333333336,31.12896315338475,192.4635761589404,0.1617395029991431,1,0.4668,0.332,0.33,0.305,NA,NA,1,14.531,1,1,1,1,0.0755,no,NA,NA,1129
DKB0673,8,4,2600,east,helichrysum_krookii,TS,4,2,3.5,NA,0.6635,0.0929,13.757,0.623,20.73398643556895,148.08396124865448,0.14001507159005275,1,0.6635,0.503,0.653,0.713,NA,helichrysum_krookii,1,13.757,1,1,1,1,0.0929,no,NA,NA,1127
DBN0239,8,4,2600,east,bupleurum_mundii,T,4,2,22,32,0.1258,0.0396,4.923,0.32066666666666666,39.1335453100159,124.31818181818181,0.3147853736089031,1,0.1258,0.284,0.359,0.319,NA,NA,1,4.923,1,1,1,1,0.0396,no,NA,NA,1383
HEO2026,8,5,2800,west,berkheya_rhapontica,TS,4,2,2.6,NA,0.1828,0.0154,5.263,0.4473333333333333,28.791028446389497,341.75324675324674,0.08424507658643327,1,0.1828,0.432,0.432,0.478,NA,NA,1,5.263,1,1,1,1,0.0154,no,NA,NA,1378
DHY6778,8,5,2800,east,senecio_glaberrimus,TS,4,1,12.1,NA,0.6368,0.0926,14.7,0.5943333333333334,23.084170854271356,158.7473002159827,0.1454145728643216,1,0.6368,0.558,0.62,0.605,NA,senecio_glaberrimus,1,14.7,1,1,1,1,0.0926,no,NA,NA,1375
DJL6943,8,4,2600,west,senecio_glaberrimus,TS,5,1,113.5,11.4,0.7143,0.1345,15.352,0.531,21.492370152596948,114.14126394052045,0.18829623407531848,1,0.7143,0.531,NA,NA,only one thickness measurement,senecio_glaberrimus,1,15.352,1,1,1,1,0.1345,no,NA,NA,1368
IWB6886,9,3,2400,west,craterocapsa_tarsodes,T,3,3,1,NA,0.007639999999999999,0.0013,0.2792,0.38766666666666666,36.54450261780105,214.76923076923077,0.17015706806282724,10,0.0764,0.37,0.393,0.4,NA,NA,10,2.792,10,10,10,10,0.013,no,NA,NA,1362
GHI5958,9,3,2400,east,eucomis_cf_humilis,TS,2,1,13,5,1.0876,0.7044,NA,0.9450000000000001,NA,NA,0.6476645825671203,1,1.0876,1.072,0.874,0.889,NA,eucomis_cf_humilis,3,NA,1,1,1,1,0.7044,no,NA,NA,1354
IOR8211,9,3,2400,east,monsonia_attenuata,T,5,2,10,NA,0.0534,0.014466666666666668,2.3413333333333335,0.33266666666666667,43.84519350811485,161.84331797235023,0.27091136079900124,3,0.1602,0.288,0.413,0.297,NA,NA,4,7.024,3,3,3,3,0.0434,no,NA,NA,1352
IOO3798,8,5,2800,east,eulalia_villosa,T,5,3,20,NA,0.14456666666666665,0.04716666666666666,7.884,0.191,54.535393128890945,167.15194346289755,0.32626239335946505,3,0.4337,0.199,0.19,0.184,NA,NA,3,23.652,3,3,3,3,0.1415,no,NA,NA,1098
IWM7485,8,5,2800,east,lotononis_lotononoides,T,4,2,19.1,NA,0.0447,0.0108,1.441,0.6859999999999999,32.23713646532439,133.42592592592592,0.2416107382550336,1,0.0447,0.72,0.719,0.619,NA,lotononis_lotononoides,2,1.441,1,1,1,1,0.0108,no,NA,NA,1096
IVW6369,8,5,2800,east,helichrysum_dasycephalum,T,4,1,14.5,15.7,0.002477777777777778,7.666666666666667e-4,0.11888888888888889,0.123,47.982062780269054,155.07246376811594,0.3094170403587444,9,0.0223,0.12,0.118,0.131,NA,helichrysum_dasycephalum,9,1.07,9,9,9,9,0.0069,no,NA,NA,1395
IUL4310,9,3,2400,east,monsonia_attenuata,T,1,1,18,14,0.0433,0.0114,2.125,0.22033333333333333,49.07621247113164,186.4035087719298,0.2632794457274827,1,0.0433,0.219,0.27,0.172,scanned not ticked,NA,3,2.125,1,1,1,1,0.0114,no,NA,NA,759
IPE8119,8,5,2800,east,lotononis_lotononoides,T,4,3,14.4,NA,0.04025,0.00935,1.327,0.3923333333333333,32.96894409937888,141.92513368983956,0.23229813664596274,2,0.0805,0.37,0.423,0.384,scanned not ticked,lotononis_lotononoides,8,2.654,2,2,2,2,0.0187,no,NA,NA,760
DOH6786,NA,2,2200,east,helichrysum_nudifolium,TS,3,3,5.5,NA,0.1953,0.0307,6.869,0.708,35.17153097798259,223.74592833876218,0.1571940604198669,1,0.1953,0.708,NA,NA,too dry for second and third measurement,NA,1,6.869,1,1,1,1,0.0307,no,NA,NA,1163
IWF0475,9,3,2400,west,rhodohypoxis_baurii,T,3,2,6.5,8,0.0762,0.0198,1.872,0.3343333333333333,24.566929133858267,94.54545454545455,0.25984251968503935,1,0.0762,0.355,0.345,0.303,NA,NA,1,1.872,1,1,1,1,0.0198,no,NA,NA,754
IVT8118,9,3,2400,west,senecio_discodregeanus,NA,3,3,12,25,0.2636,0.0434,4.476,0.5593333333333333,16.980273141122915,103.13364055299539,0.1646433990895296,1,0.2636,0.627,0.497,0.554,no project marked,NA,1,4.476,1,1,1,1,0.0434,no,NA,NA,1393
IUT1727,9,3,2400,west,moraea_inclinata,T,1,3,30,13,0.2355,NA,4.118,0.6743333333333333,17.486199575371554,NA,NA,1,0.2355,0.47,0.816,0.737,NA,NA,1,4.118,NA,NA,NA,NA,NA,NA,NA,NA,NA
IWQ3375,9,3,2400,west,monsonia_attenuata,T,4,2,8,NA,0.018366666666666667,NA,0.7646666666666667,0.2806666666666667,41.63339382940109,NA,NA,3,0.0551,0.262,0.24,0.34,NA,NA,4,2.294,NA,NA,NA,NA,NA,NA,NA,NA,NA
DBV7621,8,4,2600,east,koeleria_capensis,T,4,1,18,NA,0.028233333333333333,NA,1.071,0.33999999999999997,37.93388429752066,NA,NA,3,0.0847,0.365,0.356,0.299,NA,NA,4,3.213,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMD4951,8,5,2800,west,helichrysum_nudifolium,TS,2,1,26,NA,1.9621,NA,35.298,0.6423333333333333,17.989908771214516,NA,NA,1,1.9621,0.707,0.625,0.595,2 pieces,NA,3,35.298,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMD4951,8,5,2800,west,helichrysum_nudifolium,TS,2,1,26,NA,1.9621,NA,35.298,0.6423333333333333,17.989908771214516,NA,NA,1,1.9621,0.707,0.625,0.595,2 pieces,NA,3,35.298,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISN0709,9,3,2400,west,koeleria_capensis,T,3,1,10,NA,0.014866666666666667,NA,0.4286666666666667,0.35833333333333334,28.834080717488792,NA,NA,3,0.0446,0.355,0.363,0.357,NA,NA,3,1.286,NA,NA,NA,NA,NA,NA,NA,NA,NA
DHT5298,8,5,2800,east,helichrysum_nudifolium,TS,2,2,17.2,NA,1.8674,NA,26.456,0.9203333333333333,14.167291421227375,NA,NA,1,1.8674,0.902,0.922,0.937,NA,NA,1,26.456,NA,NA,NA,NA,NA,NA,NA,NA,NA
DHT5298,8,5,2800,east,helichrysum_nudifolium,TS,2,2,17.2,NA,1.8674,NA,26.456,0.9203333333333333,14.167291421227375,NA,NA,1,1.8674,0.902,0.922,0.937,NA,NA,1,26.456,NA,NA,NA,NA,NA,NA,NA,NA,NA
CXA4387,8,5,2800,west,senecio_glaberrimus,TS,2,1,25.2,21.7,1.0213,0.1571,22.676,0.578,22.203074512875745,144.34118395926163,0.15382355821012433,1,1.0213,0.555,0.58,0.599,NA,senecio_glaberrimus,1,22.676,1,1,1,1,0.1571,no,NA,NA,418
HNA2567,8,5,2800,west,senecio_glaberrimus,TS,1,2,27,NA,0.6419,0.0934,18.582,0.45433333333333337,28.948434335566287,198.95074946466812,0.1455055304564574,1,0.6419,0.466,0.457,0.44,NA,senecio_glaberrimus,1,18.582,1,NA,1,2,0.0934,yes,NA,NA,415
HNA2567,8,5,2800,west,senecio_glaberrimus,TS,1,2,27,NA,0.6419,0.0934,18.582,0.45433333333333337,28.948434335566287,198.95074946466812,0.1455055304564574,1,0.6419,0.466,0.457,0.44,NA,senecio_glaberrimus,1,18.582,1,NA,1,2,0.0934,yes,NA,NA,415
ISF9623,8,5,2800,east,ficinia_cinnamomea,T,5,3,26,NA,0.06949999999999999,0.021533333333333335,1.8556666666666668,0.49633333333333335,26.700239808153484,86.17647058823529,0.309832134292566,3,0.2085,0.494,0.52,0.475,5 pieces for scan,NA,5,5.567,3,5,1,5,0.0646,yes,NA,NA,414
ITJ9009,9,3,2400,west,eragrostis_capensis,T,1,3,7,29,0.025533333333333335,0.010033333333333333,1.4856666666666667,0.15233333333333335,58.18537859007833,148.0730897009967,0.3929503916449086,3,0.0766,0.14,0.167,0.15,NA,NA,3,4.457,3,3,3,3,0.0301,no,NA,NA,413
GGQ1823,9,3,2400,west,senecio_tall,TS,5,3,31.5,NA,0.7596,0.1204,15.811,0.5,20.81490258030542,131.32059800664453,0.15850447604002105,1,0.7596,0.528,0.483,0.489,NA,NA,1,15.811,1,1,1,1,0.1204,no,NA,NA,411
IRT9555,9,3,2400,west,senecio_tall,T,3,1,23,NA,0.8182,0.1366,11.919,0.707,14.56734294793449,87.25475841874085,0.16695184551454412,1,0.8182,0.688,0.725,0.708,scanned not ticked,NA,1,11.919,1,NA,1,4,0.1366,yes,NA,NA,409
IBX6928,8,4,2600,east,athrixia_needle,T,1,1,14,NA,0.0050799999999999994,0.00146,0.2274,0.377,44.76377952755906,155.75342465753425,0.2874015748031496,5,0.0254,0.406,0.388,0.337,NA,athrixia_needle,5,1.137,5,5,5,5,0.0073,no,NA,NA,189
IBO0521,8,4,2600,west,moraea_inclinata,T,2,2,27.4,8.4,0.2428,0.0881,6.443,0.5353333333333333,26.536243822075782,73.13280363223609,0.3628500823723229,1,0.2428,0.502,0.569,0.535,NA,NA,1,6.443,1,1,1,1,0.0881,no,NA,NA,192
IBP9019,8,4,2600,east,alepidea_setifera,NA,1,3,5.5,NA,0.1236,0.0251,2.427,0.431,19.635922330097088,96.69322709163346,0.20307443365695793,1,0.1236,0.404,0.439,0.45,project not marked,alepidea_setifera,2,2.427,1,1,1,1,0.0251,no,NA,NA,193
IDV0868,8,4,2600,east,alepidea_setifera,T,1,2,9.3,NA,0.2172,0.0392,4.918,0.512,22.642725598526702,125.4591836734694,0.18047882136279925,1,0.2172,0.484,0.617,0.435,NA,alepidea_setifera,1,4.918,1,1,1,1,0.0392,no,NA,NA,378
HXL3451,9,3,2400,west,oxalis_depressa,T,1,3,0.5,NA,0.0126,0.002,0.499,0.5376666666666666,39.6031746031746,249.5,0.15873015873015872,1,0.0126,0.512,0.601,0.5,NA,NA,1,0.499,1,1,1,1,0.002,no,NA,NA,322
IDM5478,8,5,2800,west,tenaxia_disticha,T,4,3,23.4,18,0.036175,0.017675,1.51575,0.241,41.90048375950242,85.75671852899575,0.4885970974429855,4,0.1447,0.234,0.242,0.247,NA,tenaxia_disticha,4,6.063,4,4,4,4,0.0707,no,NA,NA,227
HUB3248,8,5,2800,east,anthoxanthum_ecklonii,T,4,1,13.4,NA,0.1502,NA,7.782,0.26133333333333336,51.81091877496671,NA,NA,1,0.1502,0.273,0.254,0.257,NA,anthoxanthum_ecklonii,1,7.782,NA,NA,NA,NA,NA,NA,NA,NA,NA
IEH0584,8,4,2600,east,ficinia_cinnamomea,T,1,2,22,NA,0.08045,0.02855,1.2775,0.6363333333333333,15.879428216283408,44.7460595446585,0.35487880671224364,2,0.1609,0.723,0.503,0.683,NA,NA,3,2.555,2,2,2,2,0.0571,no,NA,NA,951
IDF0632,8,5,2800,east,festuca_costata,T,2,1,16.7,NA,0.08155,NA,4.971,0.24366666666666667,60.956468424279585,NA,NA,2,0.1631,0.229,0.276,0.226,NA,NA,2,9.942,NA,NA,NA,NA,NA,NA,NA,NA,NA
IJG0167,8,5,2800,east,oxalis_depressa,T,2,1,3.5,NA,0.01475,NA,0.454,0.24766666666666667,30.779661016949156,NA,NA,2,0.0295,0.252,0.248,0.243,NA,NA,2,0.908,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDL9185,8,4,2600,west,harpochloa_falx,T,3,1,9.5,NA,0.165,0.04456666666666667,5.874,0.315,35.599999999999994,131.80254300673147,0.2701010101010101,3,0.495,0.35,0.271,0.324,NA,NA,3,17.622,3,3,3,3,0.1337,no,NA,NA,1006
IBA7192,8,5,2800,east,elionurus_muticus,T,2,1,26.9,NA,0.037366666666666666,0.015833333333333335,0.908,0.394,24.299732381801963,57.34736842105263,0.42372881355932207,3,0.1121,0.382,0.416,0.384,NA,NA,5,2.724,3,3,3,3,0.0475,no,NA,NA,1009
HXH0303,5,1,2000,west,less_blunt_leaved_gnidia,T,5,5,11.5,NA,0.005,0.00106,0.2164,0.26166666666666666,43.28,204.15094339622644,0.212,5,0.025,0.251,0.275,0.259,NA,less_blunt_leaved_gnidia,6,1.082,5,5,5,5,0.0053,no,NA,NA,982
IBJ3237,8,4,2600,east,cotula_hispida,NA,2,1,5.8,NA,0.03055,0.0056,1.117,0.5609999999999999,36.56301145662848,199.46428571428572,0.18330605564648117,2,0.0611,0.575,0.522,0.586,NA,NA,2,2.234,2,2,2,2,0.0112,no,NA,NA,981
GCK2910,9,5,2800,east,helichrysum_ecklonis,TS,0,NA,2.4,NA,0.2067,0.0204,3.454,1.015,16.71020803096275,169.31372549019608,0.09869375907111758,1,0.2067,1.142,0.985,0.918,NA,NA,1,3.454,1,1,1,1,0.0204,no,NA,NA,814
CVQ4018,8,5,2800,west,helichrysum_aureum,T,3,2,3,NA,0.0468,0.001,2.288,0.141,48.888888888888886,2287.9999999999995,0.021367521367521368,1,0.0468,0.14,0.142,0.141,NA,NA,4,2.288,1,1,1,1,0.001,no,NA,NA,354
CVM0399,8,4,2600,west,moraea_inclinata,T,1,2,30,NA,0.5142,0.1659,9.322,0.815,18.129132633216646,56.19047619047619,0.32263710618436403,1,0.5142,0.842,0.813,0.79,NA,NA,1,9.322,1,1,1,1,0.1659,no,NA,NA,621
GBA9350,9,5,2800,west,helichrysum_pallidum,TS,0,2,3,NA,0.51465,0.08295,10.529,0.612,20.458564072670743,126.93188667872212,0.16117749927134944,2,1.0293,0.642,0.622,0.572,NA,NA,2,21.058,1,2,1,2,0.1659,no,Leaf broken into 2 pieces,NA,872
DEH6145,9,4,2800,west,helichrysum_pallidum,TS,0,NA,5.4,NA,1.201,0.2152,22.795,0.6023333333333333,18.98001665278934,105.92472118959108,0.17918401332223147,1,1.201,0.581,0.616,0.61,NA,NA,1,22.795,1,1,1,1,0.2152,no,NA,NA,351
GBS3096,9,5,2800,west,helichrysum_ecklonis,TS,0,NA,7.1,NA,0.6307,0.0574,11.025,0.7146666666666667,17.480577136514984,192.07317073170734,0.09100998890122086,1,0.6307,0.75,0.735,0.659,NA,NA,1,11.025,1,1,1,1,0.0574,no,NA,NA,350
GBS3096,9,5,2800,west,helichrysum_ecklonis,TS,0,NA,7.1,NA,0.6307,0.0574,11.025,0.7146666666666667,17.480577136514984,192.07317073170734,0.09100998890122086,1,0.6307,0.75,0.735,0.659,NA,NA,1,11.025,1,1,1,1,0.0574,no,NA,NA,350
GCD5709,9,5,2800,east,helichrysum_ecklonis,TS,0,NA,4.5,NA,0.3593,0.024,6.633,0.5466666666666666,18.460896187030336,276.375,0.06679654884497634,1,0.3593,0.479,0.626,0.535,NA,NA,1,6.633,1,1,1,1,0.024,no,NA,NA,428
GCD5709,9,5,2800,east,helichrysum_ecklonis,TS,0,NA,4.5,NA,0.3593,0.024,6.633,0.5466666666666666,18.460896187030336,276.375,0.06679654884497634,1,0.3593,0.479,0.626,0.535,NA,NA,1,6.633,1,1,1,1,0.024,no,NA,NA,428
HPJ5881,8,5,2800,east,anthoxanthum_ecklonii,T,3,2,13.9,NA,0.1949,0.0449,9.161,0.28633333333333333,47.003591585428424,204.03118040089086,0.23037455105182147,1,0.1949,0.266,0.292,0.301,NA,anthoxanthum_ecklonii,2,9.161,1,1,1,1,0.0449,no,NA,NA,623
GGG4233,9,5,2800,west,senecio_glaberrimus,TS,0,NA,20,NA,0.2121,0.0292,6.848,0.38733333333333336,32.28665723715228,234.52054794520546,0.13767090994813766,1,0.2121,0.366,0.39,0.406,NA,senecio_glaberrimus,1,6.848,1,1,1,1,0.0292,no,NA,NA,331
GGG4233,9,5,2800,west,senecio_glaberrimus,TS,0,NA,20,NA,0.2121,0.0292,6.848,0.38733333333333336,32.28665723715228,234.52054794520546,0.13767090994813766,1,0.2121,0.366,0.39,0.406,NA,senecio_glaberrimus,1,6.848,1,1,1,1,0.0292,no,NA,NA,331
CWB1057,8,5,2800,west,pentameris_exserta,T,4,2,23.2,NA,0.0785,0.0341,1.742,0.5336666666666667,22.191082802547772,51.085043988269796,0.4343949044585987,1,0.0785,0.533,0.526,0.542,NA,pentameris_exserta,1,1.742,1,1,1,1,0.0341,no,NA,NA,470
CUB2642,8,5,2800,east,merxmuellera_drakensbergensis,T,3,2,34,NA,0.0759,0.030675,1.623,0.5566666666666666,21.383399209486168,52.909535452322736,0.40415019762845855,4,0.3036,0.537,0.545,0.588,NA,NA,4,6.492,4,4,4,4,0.1227,no,NA,NA,333
CWH9981,8,5,2800,east,oxalis_depressa,T,3,2,3,NA,0.024133333333333336,0.0016666666666666668,0.6819999999999999,0.25466666666666665,28.259668508287287,409.19999999999993,0.06906077348066297,3,0.0724,0.262,0.247,0.255,NA,NA,4,2.046,3,3,3,3,0.005,no,NA,NA,465
IFH0523,8,5,2800,west,pentameris_exserta,T,4,1,22.1,NA,0.054266666666666664,0.023133333333333336,1.2236666666666667,0.368,22.54914004914005,52.89625360230547,0.42628992628992635,3,0.1628,0.443,0.264,0.397,NA,pentameris_exserta,3,3.671,3,NA,3,5,0.0694,yes,NA,NA,434
HZK1363,8,5,2800,east,cotula_hispida,T,3,1,3.9,NA,0.0098,0,0.4463333333333333,0.22,45.54421768707483,Inf,0,3,0.0294,0.222,0.219,0.219,NA,NA,3,1.339,3,3,3,3,0,no,NA,NA,420
CWN0590,8,5,2800,east,anthoxanthum_ecklonii,T,3,1,7,NA,0.0545,0.0161,2.6295,0.26033333333333336,48.247706422018354,163.32298136645963,0.29541284403669726,2,0.109,0.276,0.248,0.257,NA,anthoxanthum_ecklonii,2,5.259,2,2,2,2,0.0322,no,NA,NA,472
ICL9927,8,5,2800,west,themeda_triandra,T,5,2,17.5,NA,0.015066666666666666,0.0053,1.656,0.13,109.91150442477877,312.45283018867923,0.3517699115044248,3,0.0452,0.102,0.166,0.122,NA,NA,3,4.968,3,3,3,3,0.0159,no,NA,NA,469
HOT7300,8,5,2800,west,cineraria_sp,T,2,1,12,NA,0.04175,0.0063,1.5195,0.235,36.395209580838326,241.1904761904762,0.15089820359281436,2,0.0835,0.208,0.257,0.24,NA,NA,2,3.039,2,2,2,2,0.0126,no,NA,NA,620
DEF4587,8,5,2800,west,berkheya_rhapontica,T,5,3,2,NA,0.2224,0.0335,3.972,0.7263333333333333,17.859712230215827,118.56716417910447,0.1506294964028777,1,0.2224,0.752,0.721,0.706,NA,NA,1,3.972,1,1,1,1,0.0335,no,NA,NA,187
CUH4001,8,5,2800,east,merxmuellera_drakensbergensis,T,3,1,32,NA,0.087275,0.0374,1.92175,0.49133333333333334,22.01947865940991,51.38368983957219,0.4285305070180464,4,0.3491,0.553,0.433,0.488,NA,NA,4,7.687,4,4,4,4,0.1496,no,NA,NA,324
DWF5202,8,4,2600,east,zaluzianskya_sp,T,5,1,1.3,NA,0.0445,0.0078,1.075,0.605,24.15730337078652,137.82051282051282,0.1752808988764045,1,0.0445,0.633,0.593,0.589,NA,NA,1,1.075,1,1,1,1,0.0078,no,NA,NA,723
DCH1929,8,4,2600,east,rubiaceae_shrubby_thing,T,5,1,11.6,NA,0.0024000000000000002,7e-4,0.09190000000000001,0.26,38.291666666666664,131.2857142857143,0.29166666666666663,10,0.024,0.248,0.295,0.237,NA,rubiaceae_shrubby_thing,10,0.919,10,10,10,10,0.007,no,NA,NA,819
DWJ2646,8,4,2600,east,jamesbrittenia_pristisepala,T,5,1,6.9,NA,0.00255,9.5e-4,0.172,0.11466666666666667,67.45098039215685,181.05263157894734,0.3725490196078431,2,0.0051,0.044,0.157,0.143,NA,NA,2,0.344,2,2,2,2,0.0019,no,NA,NA,186
DWJ2646,8,4,2600,east,jamesbrittenia_pristisepala,T,5,1,6.9,NA,0.00255,9.5e-4,0.172,0.11466666666666667,67.45098039215685,181.05263157894734,0.3725490196078431,2,0.0051,0.044,0.157,0.143,NA,NA,2,0.344,2,2,2,2,0.0019,no,NA,NA,186
