id,day_not_date,site_id,elevation_m_asl,aspect,species,project,plot_id,plant_id,veg_height_cm,rep_height_cm,wet_mass_g,dry_mass_g,leaf_area_cm2,leaf_thickness_mm,wet_sla_cm2_g,sla_cm2_g,ldmc,bulk_nr,wet_mass_total_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,remark,new_species,n,leaf_area_total_cm2,wet_bulk_nr,wet_nr_pieces,dry_bulk_nr,dry_nr_pieces,dry_mass_total_g,check_scan,remarks,orchids,nr
EFC5349,8,4,2600,east,kniphofia_porphyrantha,T,5,2,11.8,NA,0.3798,0.0405,6.699,0.6136666666666667,17.638230647709317,165.4074074074074,0.10663507109004738,1,0.3798,0.595,0.566,0.68,Lesego has an idea about the sp name,NA,1,6.699,1,1,1,1,0.0405,no,NA,NA,591
HEW3373,8,5,2800,west,alepidea_thodei,TS,4,1,3.5,NA,NA,NA,NA,0.37333333333333335,NA,NA,NA,NA,NA,0.384,0.387,0.349,NA,alepidea_thodei,1,6.056,1,1,1,1,0.0256,no,NA,NA,194
DVV3348,8,4,2600,east,alepidea_thodei,T,5,1,1.2,NA,0.086,0.0085,2.55,0.38366666666666666,29.651162790697676,299.99999999999994,0.09883720930232559,1,0.086,0.424,0.371,0.356,NA,alepidea_thodei,1,2.55,1,1,1,1,0.0085,no,NA,NA,887
CTU9675,8,4,2600,west,erica_thodei,T,4,1,11.2,NA,0.001395,8.15e-4,0.0431,0.42933333333333334,30.89605734767025,52.88343558282209,0.5842293906810035,20,0.0279,0.434,0.449,0.405,NA,erica_thodei,20,0.862,20,20,20,20,0.0163,no,NA,NA,617
EGN9537,8,4,2600,west,thesium_sp2,T,4,1,4.5,NA,5.866666666666667e-4,1.1333333333333333e-4,0.0326,0.157,55.56818181818181,287.6470588235294,0.19318181818181818,15,0.0088,0.189,0.142,0.14,NA,thesium_sp2,15,0.489,15,15,15,15,0.0017,no,NA,NA,325
CVJ0597,8,4,2600,west,merxmuellera_drakensbergensis,T,1,2,24,NA,0.0612,0.0267,1.4645,0.40700000000000003,23.929738562091504,54.8501872659176,0.43627450980392163,2,0.1224,0.406,0.433,0.382,NA,NA,2,2.929,2,2,2,3,0.0534,no,cut when weighing dry weight,NA,195
CTM6064,8,4,2600,west,moraea_inclinata,T,4,1,29.5,NA,0.20915,0.0746,4.904,0.7423333333333333,23.447286636385368,65.7372654155496,0.35668180731532395,2,0.4183,0.641,0.965,0.621,split for weighing,NA,2,9.808,1,2,1,2,0.1492,yes,check if scan was already in two pieces,NA,188
CTM6064,8,4,2600,west,moraea_inclinata,T,4,1,29.5,NA,0.20915,0.0746,4.904,0.7423333333333333,23.447286636385368,65.7372654155496,0.35668180731532395,2,0.4183,0.641,0.965,0.621,split for weighing,NA,2,9.808,1,2,1,2,0.1492,yes,check if scan was already in two pieces,NA,188
DAD1293,8,4,2600,west,ursinia_montana,T,1,2,3,NA,0.02055,0.0031,0.453,0.08,22.043795620437958,146.1290322580645,0.15085158150851583,2,0.0411,0.09,0.07,0.08,NA,NA,2,0.906,2,2,2,2,0.0062,no,NA,NA,896
DAD1293,8,4,2600,west,ursinia_montana,T,1,2,3,NA,0.02055,0.0031,0.453,0.08,22.043795620437958,146.1290322580645,0.15085158150851583,2,0.0411,0.09,0.07,0.08,NA,NA,2,0.906,2,2,2,2,0.0062,no,NA,NA,896
DDE2205,8,4,2600,east,thesium_sp2,T,1,2,17.2,NA,0.00536,0.00167,0.1684,0.44166666666666665,31.41791044776119,100.8383233532934,0.31156716417910446,10,0.0536,0.493,0.351,0.481,NA,thesium_sp2,10,1.684,10,10,10,10,0.0167,no,NA,NA,725
CUY4423,8,5,2800,west,pentameris_exserta,T,1,1,33,46,0.06626,0.03168,1.6816,0.224,25.378810745547842,53.08080808080808,0.4781165107153637,5,0.3313,0.258,0.204,0.21,NA,pentameris_exserta,5,8.408,5,5,5,10,0.1584,no,cut for dry weight,NA,399
CVY2799,8,5,2800,west,kniphofia_porphyrantha,T,1,1,20,NA,0.4223,0.0803,9.056,0.397,21.44447075538716,112.77708592777086,0.1901491830452285,1,0.4223,0.485,0.339,0.367,NA,kniphofia_porphyrantha,1,9.056,1,1,1,1,0.0803,no,NA,NA,888
GDC2812,9,5,2800,west,senecio_glaberrimus,TS,0,NA,25.5,NA,0.5798,0.1075,13.995,0.49966666666666665,24.13763366678165,130.1860465116279,0.1854087616419455,1,0.5798,0.474,0.499,0.526,NA,senecio_glaberrimus,2,13.995,1,1,1,1,0.1075,no,NA,NA,341
GDC2812,9,5,2800,west,senecio_glaberrimus,TS,0,NA,25.5,NA,0.5798,0.1075,13.995,0.49966666666666665,24.13763366678165,130.1860465116279,0.1854087616419455,1,0.5798,0.474,0.499,0.526,NA,senecio_glaberrimus,2,13.995,1,1,1,1,0.1075,no,NA,NA,341
CVX8776,8,5,2800,west,pentameris_exserta,T,1,2,25,NA,0.08700000000000001,0.0402,2.1393333333333335,0.41833333333333333,24.590038314176244,53.217247097844115,0.46206896551724136,3,0.261,0.417,0.48,0.358,NA,pentameris_exserta,5,6.418,3,NA,3,8,0.1206,yes,NA,NA,329
GDK4021,9,5,2800,west,senecio_glaberrimus,TS,0,NA,13.6,NA,0.8487,0.1512,22.442,0.44166666666666665,26.442794862731237,148.42592592592592,0.17815482502651114,1,0.8487,0.45,0.45,0.425,NA,senecio_glaberrimus,1,22.442,1,1,1,1,0.1512,no,NA,NA,191
GFM8020,9,5,2800,west,senecio_glaberrimus,TS,0,NA,21,NA,1.2904,0.2165,25.559,0.6799999999999999,19.807036577805334,118.05542725173211,0.16777743335399875,1,1.2904,0.586,0.728,0.726,NA,senecio_glaberrimus,2,25.559,1,1,1,1,0.2165,no,NA,NA,348
GDW5717,9,5,2800,west,senecio_glaberrimus,TS,0,NA,21.5,NA,0.6328,0.1081,16.866,0.4013333333333333,26.652970922882425,156.02220166512487,0.17082806573957016,1,0.6328,0.398,0.415,0.391,NA,senecio_glaberrimus,2,16.866,1,1,1,1,0.1081,no,NA,NA,719
GEJ5336,9,5,2800,west,senecio_glaberrimus,TS,0,NA,11.5,NA,0.8618,0.1506,17.24,0.5623333333333334,20.004641448131814,114.47543160690569,0.17475052216291484,1,0.8618,0.562,0.556,0.569,NA,senecio_glaberrimus,1,17.24,1,1,1,1,0.1506,no,NA,NA,898
GDG3860,9,5,2800,west,senecio_glaberrimus,TS,0,NA,16,NA,1.037,0.1614,19.488,0.6533333333333333,18.792671166827386,120.74349442379183,0.15564127290260366,1,1.037,0.62,0.67,0.67,NA,senecio_glaberrimus,1,19.488,1,1,1,1,0.1614,no,NA,NA,588
DAE7178,8,4,2600,west,aristea_woodii,T,1,3,11,22,0.2732,0.0729,5.065,0.6016666666666667,18.539531478770133,69.47873799725652,0.2668374816983895,1,0.2732,0.643,0.605,0.557,NA,NA,1,5.065,1,1,1,1,0.0729,no,KAG,NA,890
GFQ6825,9,5,2800,west,helichrysum_pallidum,TS,0,NA,4.8,NA,0.772,0.1659,12.175,0.8,15.770725388601036,73.38758288125378,0.2148963730569948,1,0.772,0.93,0.675,0.795,NA,NA,2,12.175,1,1,1,1,0.1659,no,NA,NA,891
DAF6890,8,4,2600,west,harpochloa_falx,T,1,1,6,8,0.1635,0.03915,4.4885,0.42533333333333334,27.452599388379205,114.64878671775224,0.23944954128440366,2,0.327,0.374,0.481,0.421,NA,NA,2,8.977,2,2,2,2,0.0783,no,NA,NA,619
GFB1474,9,5,2800,west,helichrysum_pallidum,TS,0,NA,2.8,NA,1.0345,0.1639,12.583,0.96,12.163363943934268,76.77242220866383,0.158434026099565,1,1.0345,0.981,0.899,1,NA,NA,2,12.583,1,1,1,1,0.1639,no,NA,NA,705
GFF6503,9,5,2800,west,senecio_glaberrimus,TS,0,NA,28.4,NA,1.0369,0.1916,24.12,0.46066666666666667,23.26164528884174,125.88726513569938,0.18478156042048413,1,1.0369,0.459,0.47,0.453,NA,senecio_glaberrimus,1,24.12,1,1,1,1,0.1916,no,NA,NA,706
DCZ8845,8,4,2600,east,helichrysum_dasycephalum,T,1,3,5.3,NA,0.00295,7.625e-4,0.14875,0.272,50.42372881355932,195.08196721311472,0.2584745762711865,8,0.0236,0.271,0.314,0.231,NA,helichrysum_dasycephalum,8,1.19,8,8,8,8,0.0061,no,NA,NA,321
CTQ5306,8,4,2600,west,tenaxia_disticha,T,4,1,11.8,NA,0.095,0.0338,2.689,0.257,28.305263157894736,79.55621301775149,0.3557894736842105,1,0.095,0.265,0.242,0.264,NA,tenaxia_disticha,1,2.689,1,1,1,2,0.0338,no,NA,NA,892
DDC3673,8,4,2600,east,psammotropha_obtusa,T,1,1,2.4,4.4,0.0016799999999999999,3.3999999999999997e-4,0.058199999999999995,0.24866666666666667,34.642857142857146,171.1764705882353,0.20238095238095238,10,0.0168,0.243,0.252,0.251,NA,NA,10,0.582,10,10,10,10,0.0034,no,NA,NA,339
DDC3673,8,4,2600,east,psammotropha_obtusa,T,1,1,2.4,4.4,0.0016799999999999999,3.3999999999999997e-4,0.058199999999999995,0.24866666666666667,34.642857142857146,171.1764705882353,0.20238095238095238,10,0.0168,0.243,0.252,0.251,NA,NA,10,0.582,10,10,10,10,0.0034,no,NA,NA,339
CUE2376,8,5,2800,west,holcus_lanatus,T,2,2,6.7,NA,0.02375,NA,0.89925,0.206,37.863157894736844,NA,NA,4,0.095,0.244,0.191,0.183,NA,holcus_lanatus,7,3.597,NA,NA,NA,NA,NA,NA,NA,NA,NA
HZP2485,8,5,2800,east,senecio_glaberrimus,T,5,2,9.5,NA,0.07435,NA,2.0715,0.349,27.861466039004707,NA,NA,2,0.1487,0.36,0.33,0.357,damaged leaves,senecio_glaberrimus,2,4.143,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOG4834,8,4,2600,west,anthospermum_streyi,T,3,1,6,NA,3.8333333333333334e-4,NA,0.01916666666666667,0.14733333333333332,50.00000000000001,NA,NA,12,0.0046,0.147,0.154,0.141,NA,anthospermum_streyi,12,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUG7201,8,5,2800,west,berkheya_rhapontica,T,1,2,0.2,NA,0.0402,NA,0.764,0.708,19.00497512437811,NA,NA,1,0.0402,0.653,0.714,0.757,NA,NA,1,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA
CWI0899,8,5,2800,east,stiburus_alopecuroides,T,3,1,25,NA,0.0348,NA,1.966,0.161,56.49425287356322,NA,NA,2,0.0696,0.164,0.158,0.161,NA,NA,2,3.932,NA,NA,NA,NA,NA,NA,NA,NA,NA
HZS0325,8,5,2800,east,themeda_triandra,T,3,1,15,NA,0.016325,NA,0.949,0.12633333333333333,58.13169984686064,NA,NA,4,0.0653,0.121,0.124,0.134,NA,NA,4,3.796,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAA1714,8,5,2800,west,tenaxia_disticha,T,1,1,27,35,0.044866666666666666,NA,1.186,0.21766666666666667,26.433878157503713,NA,NA,3,0.1346,0.21,0.217,0.226,NA,tenaxia_disticha,3,3.558,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOX4677,8,4,2600,east,harpochloa_falx,T,2,1,11.1,10.6,0.1112,NA,3.578,0.37166666666666665,32.17625899280576,NA,NA,2,0.2224,0.42,0.392,0.303,NA,NA,2,7.156,NA,NA,NA,NA,NA,NA,NA,NA,NA
CWO6154,8,5,2800,east,ficinia_cinnamomea,T,3,2,13,11,0.02673333333333333,NA,0.93966666666666665,0.13999999999999999,35.1496259351621,NA,NA,3,0.0802,0.141,0.145,0.134,NA,NA,3,2.819,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAD7212,8,4,2600,west,psammotropha_obtusa,T,5,2,3,3.5,6.799999999999999e-4,NA,0.028399999999999998,0.2653333333333333,41.76470588235294,NA,NA,10,0.0068,0.151,0.38,0.265,NA,NA,10,0.284,NA,NA,NA,NA,NA,NA,NA,NA,NA
HPF3821,8,5,2800,west,oxalis_depressa,T,5,2,2.5,NA,0.0122,NA,0.41733333333333333,0.259,34.20765027322404,NA,NA,3,0.0366,0.203,0.287,0.287,NA,NA,3,1.252,NA,NA,NA,NA,NA,NA,NA,NA,NA
IBK7402,8,4,2600,west,psammotropha_obtusa,T,5,3,1,2.5,5.35e-4,NA,0.0243,0.059666666666666666,45.42056074766355,NA,NA,20,0.0107,0.032,0.084,0.063,NA,NA,20,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGP4187,8,5,2800,west,pentameris_exserta,T,5,1,41,NA,0.0739,NA,1.8175,0.654,24.59404600811908,NA,NA,4,0.2956,0.53,0.82,0.612,NA,pentameris_exserta,4,7.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
IEZ3450,8,5,2800,west,helichrysum_dasycephalum,T,5,1,20,18,0.0038699999999999997,NA,0.15109999999999998,0.21833333333333332,39.04392764857881,NA,NA,10,0.0387,0.209,0.247,0.199,NA,helichrysum_dasycephalum,11,1.511,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEA0651,8,5,2800,west,berkheya_rhapontica,T,5,2,1,NA,0.1227,NA,2.747,0.582,22.387938060309697,NA,NA,1,0.1227,0.584,0.589,0.573,NA,NA,1,2.747,NA,NA,NA,NA,NA,NA,NA,NA,NA
IBB5526,8,4,2600,east,elionurus_muticus,T,3,1,13,NA,0.01474,NA,0.4624,0.2723333333333333,31.370420624151965,NA,NA,5,0.0737,0.181,0.348,0.288,NA,NA,8,2.312,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFD4897,8,5,2800,west,kniphofia_porphyrantha,T,5,1,14.4,NA,0.4949,NA,7.742,0.37733333333333335,15.643564356435643,NA,NA,1,0.4949,0.339,0.4,0.393,NA,NA,1,7.742,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICX6958,8,4,2600,west,eragrostis_capensis,T,3,2,4.6,NA,0.00905,NA,0.548,0.14366666666666666,60.552486187845304,NA,NA,2,0.0181,0.146,0.14,0.145,NA,NA,2,1.096,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICM4654,8,4,2600,east,themeda_triandra,T,2,2,15.8,18.2,0.016233333333333332,NA,1.6413333333333335,0.33166666666666667,101.10882956878852,NA,NA,3,0.0487,0.098,0.8,0.097,NA,NA,3,4.924,NA,NA,NA,NA,NA,NA,NA,NA,NA
IBM2390,8,5,2800,west,themeda_triandra,T,5,1,26,26.4,0.03335,NA,2.987,0.114,89.56521739130436,NA,NA,2,0.0667,0.116,0.114,0.112,NA,NA,2,5.974,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDO6772,8,4,2600,east,lotononis_lotononoides,T,2,1,2.4,NA,0.0033875,NA,0.084,0.288,24.797047970479706,NA,NA,8,0.0271,0.291,0.293,0.28,NA,lotononis_lotononoides,7,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA
IBQ3467,8,4,2600,east,tenaxia_disticha,T,2,1,29,NA,0.05616666666666667,0.0258,2.873666666666667,0.24033333333333332,51.16320474777448,111.38242894056849,0.45934718100890204,3,0.1685,0.214,0.216,0.291,NA,tenaxia_disticha,3,8.621,3,3,3,3,0.0774,no,NA,NA,690
HNV7224,8,4,2600,east,hypoxis_parvula,T,2,3,2,NA,0.0686,0.0061,1.965,0.259,28.644314868804667,322.1311475409836,0.08892128279883384,1,0.0686,0.234,0.264,0.279,NA,NA,1,1.965,1,1,1,1,0.0061,no,NA,NA,688
ICG5967,8,4,2600,east,heteropogon_contortus,T,2,1,11,NA,0.017366666666666666,0.006233333333333334,1.5813333333333333,0.135,91.0556621880998,253.68983957219248,0.35892514395393477,3,0.0521,0.164,0.119,0.122,NA,NA,4,4.744,3,3,3,3,0.0187,no,NA,NA,684
HNX8779,8,4,2600,west,berkheya_rhapontica,T,4,2,3,NA,0.0545,0.007,1.645,0.29633333333333334,30.18348623853211,235,0.12844036697247707,1,0.0545,0.302,0.293,0.294,NA,NA,2,1.645,1,1,1,1,0.007,no,NA,NA,546
HNY1850,8,4,2600,east,bupleurum_mundii,T,2,2,2.8,NA,0.04055,0.0078,1.7665,0.15500000000000003,43.56350184956843,226.47435897435898,0.19235511713933415,2,0.0811,0.17,0.14,NA,NA,bupleurum_mundii,2,3.533,2,2,2,2,0.0156,no,NA,NA,545
IBU7138,8,4,2600,east,hypoxis_parvula,T,NA,2,1.5,NA,0.0931,0.0091,2.576,0.439,27.669172932330827,283.0769230769231,0.09774436090225565,1,0.0931,0.474,0.404,0.439,NA,NA,1,2.576,1,1,1,1,0.0091,no,NA,NA,560
HOI1639,8,4,2600,east,themeda_triandra,T,2,1,22,21.5,0.02815,0.01085,2.4525,0.5713333333333334,87.12255772646536,226.036866359447,0.38543516873889877,2,0.0563,0.084,0.88,0.75,NA,NA,2,4.905,2,2,2,2,0.0217,no,NA,NA,475
HOP2694,8,4,2600,west,muraltia_saxicola,T,4,1,7,NA,0.0038375,0.0019,0.12575,0.407,32.76872964169381,66.1842105263158,0.495114006514658,8,0.0307,0.431,0.409,0.381,NA,muraltia_saxicola,8,1.006,8,8,8,8,0.0152,no,NA,NA,650
DEE8539,8,5,2800,west,stubble_daisy,T,5,1,10,NA,0.3036,0.0275,8.831,0.246,29.087615283267457,321.1272727272727,0.09057971014492754,1,0.3036,0.255,0.245,0.238,NA,stubble_daisy,1,8.831,1,1,1,1,0.0275,no,NA,NA,500
IHN7545,8,5,2800,west,tenaxia_disticha,T,5,1,32,NA,0.054983333333333335,0.027483333333333332,2.9446666666666665,0.227,53.555622916035155,107.14372346876895,0.4998484389208851,6,0.3299,0.22,0.224,0.237,split for scanning,tenaxia_disticha,6,17.668,6,6,6,6,0.1649,no,NA,NA,489
CWM4333,8,5,2800,east,stiburus_alopecuroides,T,3,3,15,NA,0.0237,0.0106,2.3896666666666664,0.10533333333333333,100.82981715893108,225.44025157232701,0.44725738396624476,3,0.0711,0.11,0.107,0.099,NA,NA,3,7.169,3,3,3,3,0.0318,no,NA,NA,526
IAE8040,8,5,2800,east,erica_woodii,T,3,2,6.6,6,2.5833333333333334e-4,7.5e-5,0.013125,0.031,50.806451612903224,175,0.29032258064516125,24,0.0062,0.01,0.041,0.042,NA,NA,24,0.315,24,24,24,24,0.0018,no,NA,NA,525
DEG2035,8,5,2800,west,helichrysum_nudifolium,T,5,1,21,NA,1.8478,0.1736,21.979,0.771,11.894685572031603,126.60714285714285,0.09394956164087022,1,1.8478,0.778,0.782,0.753,NA,NA,1,21.979,1,1,1,1,0.1736,no,NA,NA,671
IBI6279,8,4,2600,east,themeda_triandra,T,2,3,13,10.1,0.016133333333333333,0.005733333333333333,1.0243333333333333,0.13433333333333333,63.49173553719008,178.6627906976744,0.3553719008264463,3,0.0484,0.157,0.135,0.111,NA,NA,3,3.073,3,3,3,3,0.0172,no,NA,NA,491
CWA1375,8,5,2800,west,tenaxia_disticha,T,5,2,32,NA,0.004728,0.02338,2.5018000000000002,0.21833333333333335,529.1455160744501,107.0059880239521,4.9450084602368864,5,0.02364,0.234,0.199,0.222,split for scanning,tenaxia_disticha,5,12.509,5,5,5,5,0.1169,no,NA,NA,495
IAM4159,8,5,2800,east,erica_woodii,T,3,1,14.4,11.5,3.814814814814815e-4,1e-4,0.012592592592592593,0.46366666666666667,33.009708737864074,125.92592592592592,0.2621359223300971,27,0.0103,0.68,0.57,0.141,NA,NA,28,0.34,27,27,27,27,0.0027,no,NA,NA,651
DED7353,8,4,2600,east,stachys_cf_natalensis,TS,4,2,10.5,NA,0.0545,0.015,2.607,0.326,47.8348623853211,173.8,0.27522935779816515,1,0.0545,0.306,0.316,0.356,NA,stachys_cf_natalensis,1,2.607,1,1,1,1,0.015,no,NA,NA,509
GFV0719,9,5,2800,west,helichrysum_ecklonis,TS,0,NA,3.5,NA,0.4294,0.0513,7.127,0.8003333333333333,16.59757801583605,138.92787524366472,0.11946902654867256,1,0.4294,0.807,0.807,0.787,NA,NA,2,7.127,1,1,1,1,0.0513,no,NA,NA,512
GBJ1246,9,5,2800,west,helichrysum_pallidum,TS,0,NA,4.5,NA,0.7909,0.1867,17.25,0.9183333333333333,21.810595524086484,92.39421531869309,0.23606018459982298,1,0.7909,0.862,0.995,0.898,NA,NA,1,17.25,1,1,1,1,0.1867,no,NA,NA,654
GFZ4098,9,5,2800,west,senecio_glaberrimus,TS,0,NA,20.2,NA,0.2524,0.0512,7.572,0.444,30,147.890625,0.20285261489698891,1,0.2524,0.416,0.452,0.464,NA,senecio_glaberrimus,1,7.572,1,1,1,1,0.0512,no,NA,NA,506
IFG4764,8,5,2600,east,themeda_triandra,T,3,3,17.1,NA,0.0217,0.0065,1.1426666666666667,0.07300000000000001,52.65745007680491,175.79487179487182,0.2995391705069124,3,0.0651,0.077,0.085,0.057,NA,NA,3,3.428,3,3,3,3,0.0195,no,NA,NA,505
GBN7786,9,5,2800,east,helichrysum_ecklonis,TS,0,NA,3.8,NA,0.4269,0.0479,6.678,1.1079999999999999,15.643007730147575,139.41544885177453,0.11220426329351135,1,0.4269,1.085,1.132,1.107,NA,NA,1,6.678,1,1,1,1,0.0479,no,NA,NA,504
GFJ6594,9,5,2800,west,helichrysum_ecklonis,TS,0,NA,3.4,NA,0.8208,0.0896,10.999,0.957,13.40034113060429,122.75669642857143,0.1091617933723197,1,0.8208,0.843,1.029,0.999,NA,NA,5,10.999,1,1,1,1,0.0896,no,NA,NA,503
HPB5029,8,5,2800,west,oxalis_depressa,T,4,1,5.5,NA,0.273,NA,0.7355,0.23166666666666666,2.694139194139194,NA,NA,2,0.546,0.241,0.242,0.212,NA,NA,2,1.471,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBR7693,9,5,2800,west,helichrysum_ecklonis,TS,0,NA,5.6,NA,0.4169,NA,7.202,0.876,17.275125929479493,NA,NA,1,0.4169,0.919,0.824,0.885,NA,NA,1,7.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
HZB2382,8,4,2600,west,moraea_stricta,T,3,1,17.5,NA,0.2011,NA,2.426,1.1273333333333333,12.063649925410244,NA,NA,1,0.2011,1.066,1.246,1.07,NA,NA,1,2.426,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTB5212,8,4,2600,east,oxalis_depressa,T,4,2,1.5,NA,0.0113,NA,0.369,0.27366666666666667,32.65486725663717,NA,NA,1,0.0113,0.275,0.277,0.269,NA,NA,1,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYI2750,8,4,2600,east,lotononis_lotononoides,T,4,2,12.4,NA,0.017866666666666666,NA,0.6473333333333333,0.42833333333333334,36.23134328358209,NA,NA,3,0.0536,0.535,0.413,0.337,NA,lotononis_lotononoides,3,1.942,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTJ0843,8,4,2600,west,moraea_inclinata,T,3,1,13.3,NA,0.2731,NA,6.563,0.4746666666666667,24.03149029659465,NA,NA,1,0.2731,0.485,0.483,0.456,NA,NA,2,6.563,NA,NA,NA,NA,NA,NA,NA,NA,NA
HPA0702,8,4,2600,east,themeda_triandra,T,4,2,15.4,11,0.0531,NA,3.7415,0.214,70.46139359698681,NA,NA,2,0.1062,0.202,0.199,0.241,NA,NA,2,7.483,NA,NA,NA,NA,NA,NA,NA,NA,NA
HZI9086,8,4,2600,west,lotononis_lotononoides,T,5,2,18.5,NA,0.016533333333333334,NA,0.608,0.25866666666666666,36.774193548387096,NA,NA,3,0.0496,0.262,0.243,0.271,NA,lotononis_lotononoides,3,1.824,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTF6956,8,4,2600,east,trifolium_burchellianum,T,4,1,6,NA,0.0342,NA,1.611,0.25366666666666665,47.10526315789473,NA,NA,1,0.0342,0.237,0.276,0.248,NA,NA,1,1.611,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICC1126,8,4,2600,east,helichrysum_dasycephalum,T,3,2,9.1,9.1,0.0043,NA,0.1762,0.18033333333333332,40.97674418604651,NA,NA,5,0.0215,0.153,0.179,0.209,NA,helichrysum_dasycephalum,5,0.881,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICR9187,8,4,2600,west,lotononis_lotononoides,T,3,3,12.6,NA,0.018233333333333334,NA,0.7096666666666667,0.2653333333333333,38.92138939670932,NA,NA,3,0.0547,0.294,0.254,0.248,NA,lotononis_lotononoides,3,2.129,NA,NA,NA,NA,NA,NA,NA,NA,NA
HZJ5499,8,4,2600,west,lotononis_lotononoides,T,5,3,11.4,NA,0.0056,NA,0.158,0.29733333333333334,28.214285714285715,NA,NA,1,0.0056,0.314,0.274,0.304,NA,lotononis_lotononoides,1,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA
HZD0753,8,4,2600,west,psammotropha_obtusa,T,5,1,1.5,4,8.699999999999999e-4,NA,0.033,0.15233333333333332,37.931034482758626,NA,NA,10,0.0087,0.138,0.145,0.174,NA,NA,10,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDH5030,8,4,2600,west,carex_zuluensis,T,3,3,6,NA,0.0386,NA,0.764,0.224,19.792746113989637,NA,NA,2,0.0772,0.221,0.229,0.222,NA,NA,5,1.528,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOW6581,8,4,2600,east,aristea_woodii,T,4,2,39,33,0.4073,NA,6.33,0.735,15.541369997544807,NA,NA,1,0.4073,0.814,0.711,0.68,NA,NA,1,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYX7739,8,4,2600,west,lotononis_lotononoides,T,5,1,23,NA,0.02,NA,0.5685,0.24366666666666667,28.425,NA,NA,2,0.04,0.303,0.163,0.265,"no more leaves to sample, missing stipules",lotononis_lotononoides,2,1.137,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCP1346,9,5,2800,east,helichrysum_ecklonis,TS,0,NA,3.5,NA,0.4486,NA,6.808,0.99,15.176103432902362,NA,NA,1,0.4486,0.935,0.914,1.121,NA,NA,1,6.808,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCP1346,9,5,2800,east,helichrysum_ecklonis,TS,0,NA,3.5,NA,0.4486,NA,6.808,0.99,15.176103432902362,NA,NA,1,0.4486,0.935,0.914,1.121,NA,NA,1,6.808,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGD6024,9,5,2800,west,senecio_glaberrimus,TS,0,NA,27.5,NA,0.4653,NA,9.847,0.6406666666666667,21.162690737158822,NA,NA,1,0.4653,0.632,0.609,0.681,NA,senecio_glaberrimus,1,9.847,NA,NA,NA,NA,NA,NA,NA,NA,NA
IBN0924,8,4,2600,east,hypoxis_parvula,T,3,1,1,NA,0.0448,0.0051,1.388,0.3473333333333333,30.982142857142854,272.156862745098,0.11383928571428573,1,0.0448,0.308,0.39,0.344,NA,NA,1,1.388,1,1,1,1,0.0051,no,NA,NA,556
GBX8329,9,5,2800,west,helichrysum_pallidum,TS,0,NA,5.6,NA,0.9845,0.1746,17.622,1.018,17.899441340782122,100.92783505154638,0.17734890807516507,1,0.9845,1.051,1.04,0.963,NA,NA,1,17.622,1,1,1,1,0.1746,no,NA,NA,553
GBP1833,9,5,2800,east,helichrysum_ecklonis,TS,0,NA,2.8,NA,0.3526,0.0336,6.393,1.0113333333333334,18.1310266591038,190.26785714285714,0.09529211571185478,1,0.3526,0.996,1.032,1.006,NA,NA,1,6.393,1,1,1,1,0.0336,no,NA,NA,678
GDS6073,9,5,2800,east,helichrysum_pallidum,TS,0,NA,4.5,NA,1.7265,0.3221,31.991,0.7846666666666666,18.529394729220968,99.32008692952499,0.1865624094989864,1,1.7265,0.738,0.754,0.862,NA,NA,2,31.991,1,1,1,1,0.3221,no,NA,NA,682
GBL6067,9,5,2800,east,helichrysum_ecklonis,TS,0,NA,2.8,NA,0.4352,0.047,6.831,0.9726666666666667,15.69623161764706,145.3404255319149,0.10799632352941177,1,0.4352,1.126,0.891,0.901,NA,NA,2,6.831,1,1,1,1,0.047,no,NA,NA,683
