"","id","day_not_date","site_id","elevation_m_asl","aspect","species","project","plot_id","plant_id","veg_height_cm","rep_height_cm","wet_mass_g","dry_mass_g","leaf_area_cm2","leaf_thickness_mm","wet_sla_cm2_g","sla_cm2_g","ldmc","bulk_nr","wet_mass_total_g","leaf_thickness_1_mm","leaf_thickness_2_mm","leaf_thickness_3_mm","remark","new_species","n","leaf_area_total_cm2","wet_bulk_nr","wet_nr_pieces","dry_bulk_nr","dry_nr_pieces","dry_mass_total_g","check_scan","remarks","orchids","nr"
"1714","HNX8779",8,4,2600,"west","berkheya_rhapontica","T",4,2,3,NA,0.0545,0.007,1.645,0.296333333333333,30.1834862385321,235,0.128440366972477,1,0.0545,0.302,0.293,0.294,NA,NA,2,1.645,1,1,1,1,0.007,"no",NA,NA,546
"1715","HNY1850",8,4,2600,"east","bupleurum_mundii","T",2,2,2.8,NA,0.04055,0.0078,1.7665,0.155,43.5635018495684,226.474358974359,0.192355117139334,2,0.0811,0.17,0.14,NA,NA,"bupleurum_mundii",2,3.533,2,2,2,2,0.0156,"no",NA,NA,545
"1716","IBU7138",8,4,2600,"east","hypoxis_parvula","T",NA,2,1.5,NA,0.0931,0.0091,2.576,0.439,27.6691729323308,283.076923076923,0.0977443609022556,1,0.0931,0.474,0.404,0.439,NA,NA,1,2.576,1,1,1,1,0.0091,"no",NA,NA,560
"1717","HOI1639",8,4,2600,"east","themeda_triandra","T",2,1,22,21.5,0.02815,0.01085,2.4525,0.571333333333333,87.1225577264654,226.036866359447,0.385435168738899,2,0.0563,0.084,0.88,0.75,NA,NA,2,4.905,2,2,2,2,0.0217,"no",NA,NA,475
"1718","HOP2694",8,4,2600,"west","muraltia_saxicola","T",4,1,7,NA,0.0038375,0.0019,0.12575,0.407,32.7687296416938,66.1842105263158,0.495114006514658,8,0.0307,0.431,0.409,0.381,NA,"muraltia_saxicola",8,1.006,8,8,8,8,0.0152,"no",NA,NA,650
"1719","DEE8539",8,5,2800,"west","stubble_daisy","T",5,1,10,NA,0.3036,0.0275,8.831,0.246,29.0876152832675,321.127272727273,0.0905797101449275,1,0.3036,0.255,0.245,0.238,NA,"stubble_daisy",1,8.831,1,1,1,1,0.0275,"no",NA,NA,500
"1720","IHN7545",8,5,2800,"west","tenaxia_disticha","T",5,1,32,NA,0.0549833333333333,0.0274833333333333,2.94466666666667,0.227,53.5556229160352,107.143723468769,0.499848438920885,6,0.3299,0.22,0.224,0.237,"split for scanning","tenaxia_disticha",6,17.668,6,6,6,6,0.1649,"no",NA,NA,489
"1721","CWM4333",8,5,2800,"east","stiburus_alopecuroides","T",3,3,15,NA,0.0237,0.0106,2.38966666666667,0.105333333333333,100.829817158931,225.440251572327,0.447257383966245,3,0.0711,0.11,0.107,0.099,NA,NA,3,7.169,3,3,3,3,0.0318,"no",NA,NA,526
"1722","IAE8040",8,5,2800,"east","erica_woodii","T",3,2,6.6,6,0.000258333333333333,7.5e-05,0.013125,0.031,50.8064516129032,175,0.290322580645161,24,0.0062,0.01,0.041,0.042,NA,NA,24,0.315,24,24,24,24,0.0018,"no",NA,NA,525
"1723","DEG2035",8,5,2800,"west","helichrysum_pallidum","T",5,1,21,NA,1.8478,0.1736,21.979,0.771,11.8946855720316,126.607142857143,0.0939495616408702,1,1.8478,0.778,0.782,0.753,NA,NA,1,21.979,1,1,1,1,0.1736,"no",NA,NA,671
"1724","IBI6279",8,4,2600,"east","themeda_triandra","T",2,3,13,10.1,0.0161333333333333,0.00573333333333333,1.02433333333333,0.134333333333333,63.4917355371901,178.662790697674,0.355371900826446,3,0.0484,0.157,0.135,0.111,NA,NA,3,3.073,3,3,3,3,0.0172,"no",NA,NA,491
"1725","CWA1375",8,5,2800,"west","tenaxia_disticha","T",5,2,32,NA,0.004728,0.02338,2.5018,0.218333333333333,529.14551607445,107.005988023952,4.94500846023689,5,0.02364,0.234,0.199,0.222,"split for scanning","tenaxia_disticha",5,12.509,5,5,5,5,0.1169,"no",NA,NA,495
"1726","IAM4159",8,5,2800,"east","erica_woodii","T",3,1,14.4,11.5,0.000381481481481482,1e-04,0.0125925925925926,0.463666666666667,33.0097087378641,125.925925925926,0.262135922330097,27,0.0103,0.68,0.57,0.141,NA,NA,28,0.34,27,27,27,27,0.0027,"no",NA,NA,651
"1727","DED7353",8,4,2600,"east","stachys_cf_natalensis","TS",4,2,10.5,NA,0.0545,0.015,2.607,0.326,47.8348623853211,173.8,0.275229357798165,1,0.0545,0.306,0.316,0.356,NA,"stachys_cf_natalensis",1,2.607,1,1,1,1,0.015,"no",NA,NA,509
"1728","GFV0719",9,5,2800,"west","helichrysum_ecklonis","TS",0,NA,3.5,NA,0.4294,0.0513,7.127,0.800333333333333,16.597578015836,138.927875243665,0.119469026548673,1,0.4294,0.807,0.807,0.787,NA,NA,2,7.127,1,1,1,1,0.0513,"no",NA,NA,512
"1729","GBJ1246",9,5,2800,"west","helichrysum_pilosellum","TS",0,NA,4.5,NA,0.7909,0.1867,17.25,0.918333333333333,21.8105955240865,92.3942153186931,0.236060184599823,1,0.7909,0.862,0.995,0.898,NA,NA,1,17.25,1,1,1,1,0.1867,"no",NA,NA,654
"1730","GFZ4098",9,5,2800,"west","senecio_glaberrimus","TS",0,NA,20.2,NA,0.2524,0.0512,7.572,0.444,30,147.890625,0.202852614896989,1,0.2524,0.416,0.452,0.464,NA,"senecio_glaberrimus",1,7.572,1,1,1,1,0.0512,"no",NA,NA,506
"1731","IFG4764",8,5,2600,"east","themeda_triandra","T",3,3,17.1,NA,0.0217,0.0065,1.14266666666667,0.073,52.6574500768049,175.794871794872,0.299539170506912,3,0.0651,0.077,0.085,0.057,NA,NA,3,3.428,3,3,3,3,0.0195,"no",NA,NA,505
"1732","GBN7786",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,3.8,NA,0.4269,0.0479,6.678,1.108,15.6430077301476,139.415448851775,0.112204263293511,1,0.4269,1.085,1.132,1.107,NA,NA,1,6.678,1,1,1,1,0.0479,"no",NA,NA,504
"1733","GFJ6594",9,5,2800,"west","helichrysum_ecklonis","TS",0,NA,3.4,NA,0.8208,0.0896,10.999,0.957,13.4003411306043,122.756696428571,0.10916179337232,1,0.8208,0.843,1.029,0.999,NA,NA,5,10.999,1,1,1,1,0.0896,"no",NA,NA,503
"1734","HPB5029",8,5,2800,"west","oxalis_depressa","T",4,1,5.5,NA,0.273,NA,0.7355,0.231666666666667,2.69413919413919,NA,NA,2,0.546,0.241,0.242,0.212,NA,NA,2,1.471,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735","GBR7693",9,5,2800,"west","helichrysum_ecklonis","TS",0,NA,5.6,NA,0.4169,NA,7.202,0.876,17.2751259294795,NA,NA,1,0.4169,0.919,0.824,0.885,NA,NA,1,7.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736","HZB2382",8,4,2600,"west","moraea_stricta","T",3,1,17.5,NA,0.2011,NA,2.426,1.12733333333333,12.0636499254102,NA,NA,1,0.2011,1.066,1.246,1.07,NA,NA,1,2.426,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737","CTB5212",8,4,2600,"east","oxalis_depressa","T",4,2,1.5,NA,0.0113,NA,0.369,0.273666666666667,32.6548672566372,NA,NA,1,0.0113,0.275,0.277,0.269,NA,NA,1,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738","HYI2750",8,4,2600,"east","lotononis_lotononoides","T",4,2,12.4,NA,0.0178666666666667,NA,0.647333333333333,0.428333333333333,36.2313432835821,NA,NA,3,0.0536,0.535,0.413,0.337,NA,"lotononis_lotononoides",3,1.942,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739","CTJ0843",8,4,2600,"west","moraea_inclinata","T",3,1,13.3,NA,0.2731,NA,6.563,0.474666666666667,24.0314902965947,NA,NA,1,0.2731,0.485,0.483,0.456,NA,NA,2,6.563,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740","HPA0702",8,4,2600,"east","themeda_triandra","T",4,2,15.4,11,0.0531,NA,3.7415,0.214,70.4613935969868,NA,NA,2,0.1062,0.202,0.199,0.241,NA,NA,2,7.483,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741","HZI9086",8,4,2600,"west","lotononis_lotononoides","T",5,2,18.5,NA,0.0165333333333333,NA,0.608,0.258666666666667,36.7741935483871,NA,NA,3,0.0496,0.262,0.243,0.271,NA,"lotononis_lotononoides",3,1.824,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742","CTF6956",8,4,2600,"east","trifolium_burchellianum","T",4,1,6,NA,0.0342,NA,1.611,0.253666666666667,47.1052631578947,NA,NA,1,0.0342,0.237,0.276,0.248,NA,NA,1,1.611,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743","ICC1126",8,4,2600,"east","helichrysum_dasycephalum","T",3,2,9.1,9.1,0.0043,NA,0.1762,0.180333333333333,40.9767441860465,NA,NA,5,0.0215,0.153,0.179,0.209,NA,"helichrysum_dasycephalum",5,0.881,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744","ICR9187",8,4,2600,"west","lotononis_lotononoides","T",3,3,12.6,NA,0.0182333333333333,NA,0.709666666666667,0.265333333333333,38.9213893967093,NA,NA,3,0.0547,0.294,0.254,0.248,NA,"lotononis_lotononoides",3,2.129,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745","HZJ5499",8,4,2600,"west","lotononis_lotononoides","T",5,3,11.4,NA,0.0056,NA,0.158,0.297333333333333,28.2142857142857,NA,NA,1,0.0056,0.314,0.274,0.304,NA,"lotononis_lotononoides",1,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746","HZD0753",8,4,2600,"west","psammotropha_obtusa","T",5,1,1.5,4,0.00087,NA,0.033,0.152333333333333,37.9310344827586,NA,NA,10,0.0087,0.138,0.145,0.174,NA,NA,10,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747","IDH5030",8,4,2600,"west","carex_zuluensis","T",3,3,6,NA,0.0386,NA,0.764,0.224,19.7927461139896,NA,NA,2,0.0772,0.221,0.229,0.222,NA,NA,5,1.528,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748","HOW6581",8,4,2600,"east","aristea_woodii","T",4,2,39,33,0.4073,NA,6.33,0.735,15.5413699975448,NA,NA,1,0.4073,0.814,0.711,0.68,NA,NA,1,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749","HYX7739",8,4,2600,"west","lotononis_lotononoides","T",5,1,23,NA,0.02,NA,0.5685,0.243666666666667,28.425,NA,NA,2,0.04,0.303,0.163,0.265,"no more leaves to sample, missing stipules","lotononis_lotononoides",2,1.137,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750","GCP1346",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,3.5,NA,0.4486,NA,6.808,0.99,15.1761034329024,NA,NA,1,0.4486,0.935,0.914,1.121,NA,NA,1,6.808,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751","GCP1346",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,3.5,NA,0.4486,NA,6.808,0.99,15.1761034329024,NA,NA,1,0.4486,0.935,0.914,1.121,NA,NA,1,6.808,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752","GGD6024",9,5,2800,"west","senecio_glaberrimus","TS",0,NA,27.5,NA,0.4653,NA,9.847,0.640666666666667,21.1626907371588,NA,NA,1,0.4653,0.632,0.609,0.681,NA,"senecio_glaberrimus",1,9.847,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753","IBN0924",8,4,2600,"east","hypoxis_parvula","T",3,1,1,NA,0.0448,0.0051,1.388,0.347333333333333,30.9821428571429,272.156862745098,0.113839285714286,1,0.0448,0.308,0.39,0.344,NA,NA,1,1.388,1,1,1,1,0.0051,"no",NA,NA,556
"1754","GBX8329",9,5,2800,"west","helichrysum_pilosellum","TS",0,NA,5.6,NA,0.9845,0.1746,17.622,1.018,17.8994413407821,100.927835051546,0.177348908075165,1,0.9845,1.051,1.04,0.963,NA,NA,1,17.622,1,1,1,1,0.1746,"no",NA,NA,553
"1755","GBP1833",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,2.8,NA,0.3526,0.0336,6.393,1.01133333333333,18.1310266591038,190.267857142857,0.0952921157118548,1,0.3526,0.996,1.032,1.006,NA,NA,1,6.393,1,1,1,1,0.0336,"no",NA,NA,678
"1756","GDS6073",9,5,2800,"east","helichrysum_pilosellum","TS",0,NA,4.5,NA,1.7265,0.3221,31.991,0.784666666666667,18.529394729221,99.320086929525,0.186562409498986,1,1.7265,0.738,0.754,0.862,NA,NA,2,31.991,1,1,1,1,0.3221,"no",NA,NA,682
"1757","GBL6067",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,2.8,NA,0.4352,0.047,6.831,0.972666666666667,15.6962316176471,145.340425531915,0.107996323529412,1,0.4352,1.126,0.891,0.901,NA,NA,2,6.831,1,1,1,1,0.047,"no",NA,NA,683
"1758","GBL6067",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,2.8,NA,0.4352,0.047,6.831,0.972666666666667,15.6962316176471,145.340425531915,0.107996323529412,1,0.4352,1.126,0.891,0.901,NA,NA,2,6.831,1,1,1,1,0.047,"no",NA,NA,683
"1759","GEI7326",9,5,2800,"east","helichrysum_pilosellum","TS",0,NA,10.1,23,1.0478,0.1952,20.81,1.04333333333333,19.86066043138,106.608606557377,0.18629509448368,1,1.0478,1.244,1.181,0.705,NA,NA,2,20.81,1,1,1,1,0.1952,"no",NA,NA,645
"1760","DCW0103",8,4,2600,"west","tenaxia_disticha","T",4,2,17,NA,0.0272857142857143,NA,0.563428571428571,0.418333333333333,20.6492146596859,NA,NA,7,0.191,0.485,0.357,0.413,NA,"tenaxia_disticha",8,3.944,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761","EGJ2906",8,4,2600,"west","rhodohypoxis_baurii","T",4,1,4,8.1,0.0518,0.0104,1.847,0.268,35.6563706563707,177.596153846154,0.200772200772201,1,0.0518,0.262,0.273,0.269,NA,NA,1,1.847,1,1,1,1,0.0104,"no",NA,NA,646
"1762","CSP1243",8,4,2600,"west","alepidea_setifera","T",4,3,4.1,NA,0.07255,0.01265,1.481,0.359,20.4135079255686,117.075098814229,0.174362508614748,2,0.1451,0.343,0.346,0.388,NA,"alepidea_setifera",2,2.962,4,4,4,4,0.0253,"no",NA,NA,668
"1763","CVN1568",8,4,2600,"west","oxalis_depressa","T",1,1,2.1,NA,0.022,NA,0.773,0.246,35.1363636363636,NA,NA,1,0.022,0.249,0.258,0.231,NA,NA,1,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764","CVN1568",8,4,2600,"west","oxalis_depressa","T",1,1,2.1,NA,0.022,NA,0.773,0.246,35.1363636363636,NA,NA,1,0.022,0.249,0.258,0.231,NA,NA,1,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765","DAP0178",8,4,2600,"west","themeda_triandra","T",1,2,8,NA,0.00995,0.0035,0.8225,0.102666666666667,82.6633165829146,235,0.351758793969849,2,0.0199,0.126,0.087,0.095,NA,NA,2,1.645,2,2,2,2,0.007,"no",NA,NA,674
"1766","CSS1139",8,4,2600,"east","alepidea_thodei","T",1,3,1.5,NA,0.004375,0.00045,0.1885,0.18,43.0857142857143,418.888888888889,0.102857142857143,4,0.0175,0.187,0.163,0.19,NA,"alepidea_thodei",4,0.754,2,4,2,4,0.0018,"no",NA,NA,965
"1767","DDA3275",8,4,2600,"east","moraea_inclinata","T",1,2,27,NA,0.15645,0.05725,3.7625,0.364666666666667,24.0492170022371,65.7205240174673,0.365931607542346,2,0.3129,0.38,0.328,0.386,NA,NA,2,7.525,2,2,2,2,0.1145,"no",NA,NA,532
"1768","DDA3275",8,4,2600,"east","moraea_inclinata","T",1,2,27,NA,0.15645,0.05725,3.7625,0.364666666666667,24.0492170022371,65.7205240174673,0.365931607542346,2,0.3129,0.38,0.328,0.386,NA,NA,2,7.525,2,2,2,2,0.1145,"no",NA,NA,532
"1769","CSI7441",8,4,2600,"east","cotula_hispida","T",2,3,2,NA,0.01975,0.003,0.6305,0.233,31.9240506329114,210.166666666667,0.151898734177215,2,0.0395,0.36,0.129,0.21,NA,NA,2,1.261,2,2,2,2,0.006,"no",NA,NA,530
"1770","DAQ0592",8,4,2600,"west","rhodohypoxis_baurii","T",1,1,3,NA,0.0367,0.0061,1.2415,0.250333333333333,33.8283378746594,203.524590163934,0.166212534059945,2,0.0734,0.241,0.27,0.24,NA,NA,2,2.483,2,2,2,2,0.0122,"no",NA,NA,643
"1771","HPI1634",8,4,2600,"east","polygala_rhinostigma","T",4,3,6,NA,0.01622,NA,NA,0.406333333333333,NA,NA,NA,5,0.0811,0.421,0.375,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772","IGA2329",8,4,2600,"east","hypoxis_costata","T",3,3,2,NA,0.055,NA,1.832,0.401,33.3090909090909,NA,NA,1,0.055,0.405,0.378,0.42,NA,NA,1,1.832,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","HYW8586",8,4,2600,"west","moraea_inclinata","T",5,1,16,NA,0.1866,0.0622,4.115,0.549333333333333,22.0525187566988,66.1575562700965,0.333333333333333,1,0.1866,0.543,0.55,0.555,NA,NA,1,4.115,1,1,1,1,0.0622,"no",NA,NA,549
"1774","ICV9370",8,4,2600,"west","moraea_stricta","T",3,2,13,NA,0.144,NA,2.15,1.034,14.9305555555556,NA,NA,1,0.144,1.039,1.063,1,NA,NA,1,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775","HOS3909",8,4,2600,"east","polygala_rhinostigma","T",4,1,8.5,6,0.01308,0.00238,0.3798,0.399666666666667,29.0366972477064,159.579831932773,0.181957186544343,5,0.0654,0.425,0.389,0.385,NA,NA,5,1.899,5,5,5,5,0.0119,"no",NA,NA,555
"1776","IFW8170",8,4,2600,"east","moraea_alticola","T",4,2,28,10,0.6456,0.2167,10.746,0.673666666666667,16.6449814126394,49.5892939547762,0.335656753407683,1,0.6456,0.703,0.608,0.71,NA,NA,3,10.746,1,3,3,3,0.2167,"no",NA,NA,561
"1777","HNU7172",8,4,2600,"east","themeda_triandra","T",4,3,17,NA,0.0333,0.01365,2.8665,0.109333333333333,86.0810810810811,210,0.40990990990991,2,0.0666,0.105,0.12,0.103,NA,NA,2,5.733,2,2,2,2,0.0273,"no",NA,NA,507
"1778","HOK2742",8,4,2600,"east","moraea_alticola","T",4,3,3,NA,0.7154,0.2382,15.065,0.506333333333333,21.0581492871121,63.2451721242653,0.332960581492871,1,0.7154,0.451,0.479,0.589,NA,NA,3,15.065,1,1,1,1,0.2382,"no",NA,NA,656
"1779","CWC2519",8,5,2800,"east","anthoxanthum_ecklonii","T",3,3,10.5,NA,0.2781,0.0507,11.817,0.2554,42.4919093851133,233.076923076923,0.182308522114347,1,0.2781,0.2322,0.286,0.248,NA,"anthoxanthum_ecklonii",1,11.817,1,1,1,1,0.0507,"no",NA,NA,653
"1780","CUF7096",8,5,2800,"east","oxalis_depressa","T",3,1,6,NA,0.0326,0.0031,0.9265,0.198,28.420245398773,298.870967741935,0.0950920245398773,2,0.0652,0.2,0.174,0.22,NA,NA,3,1.853,2,2,2,2,0.0062,"no",NA,NA,496
"1781","IHB2289",8,4,2600,"east","moraea_alticola","T",4,1,29,NA,1.0472,0.3083,15.993,0.631666666666667,15.272154316272,51.8747972753811,0.294404125286478,1,1.0472,0.639,0.642,0.614,NA,NA,5,15.993,1,1,1,1,0.3083,"no",NA,NA,658
"1782","HOJ9950",8,4,2600,"east","themeda_triandra","T",3,2,9.4,NA,0.0214666666666667,0.00786666666666667,1.757,0.293333333333333,81.8478260869565,223.347457627119,0.366459627329193,3,0.0644,0.324,0.262,0.294,NA,NA,4,5.271,3,3,3,3,0.0236,"no",NA,NA,648
"1783","GBV8995",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,4.1,NA,0.2768,0.0278,4.165,0.861333333333333,15.0469653179191,149.820143884892,0.100433526011561,1,0.2768,1.072,0.472,1.04,NA,NA,1,4.165,1,1,1,1,0.0278,"no",NA,NA,552
"1784","GFN3273",9,5,2800,"east","senecio_glaberrimus","TS",0,NA,23,24,1.1506,0.1898,25.6,0.561333333333333,22.2492612549974,134.878819810327,0.164957413523379,1,1.1506,0.55,0.536,0.598,NA,"senecio_glaberrimus",1,25.6,1,1,1,1,0.1898,"no",NA,NA,652
"1785","GFN3273",9,5,2800,"east","senecio_glaberrimus","TS",0,NA,23,24,1.1506,0.1898,25.6,0.561333333333333,22.2492612549974,134.878819810327,0.164957413523379,1,1.1506,0.55,0.536,0.598,NA,"senecio_glaberrimus",1,25.6,1,1,1,1,0.1898,"no",NA,NA,652
"1786","GDO3831",9,5,2800,"east","helichrysum_pilosellum","TS",0,NA,2.8,NA,0.7075,0.1373,12.548,1.016,17.7356890459364,91.3911143481428,0.194063604240283,1,0.7075,0.969,0.976,1.103,NA,NA,1,12.548,1,1,1,1,0.1373,"no",NA,NA,655
"1787","GDO3831",9,5,2800,"east","helichrysum_pilosellum","TS",0,NA,2.8,NA,0.7075,0.1373,12.548,1.016,17.7356890459364,91.3911143481428,0.194063604240283,1,0.7075,0.969,0.976,1.103,NA,NA,1,12.548,1,1,1,1,0.1373,"no",NA,NA,655
"1788","DWA3369",8,4,2600,"east","helichrysum_dasycephalum","T",5,3,13,13,0.0015625,0.0007875,0.2215,0.19,141.76,281.269841269841,0.504,8,0.0125,0.213,0.181,0.176,NA,"helichrysum_dasycephalum",11,1.772,8,8,8,8,0.0063,"no",NA,NA,547
"1789","GEA0184",9,5,2800,"east","helichrysum_pilosellum","TS",0,NA,8,NA,1.8273,0.3309,33.089,1.15266666666667,18.1081376894872,99.9969779389544,0.181086849450008,1,1.8273,1.316,1.05,1.092,NA,NA,2,33.089,1,1,1,1,0.3309,"no",NA,NA,554
"1790","GEA0184",9,5,2800,"east","helichrysum_pilosellum","TS",0,NA,8,NA,1.8273,0.3309,33.089,1.15266666666667,18.1081376894872,99.9969779389544,0.181086849450008,1,1.8273,1.316,1.05,1.092,NA,NA,2,33.089,1,1,1,1,0.3309,"no",NA,NA,554
"1791","GEM0227",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,1.4,NA,0.4134,NA,6.064,1.334,14.6686018384132,NA,NA,1,0.4134,1.354,1.279,1.369,NA,NA,2,6.064,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1792","GEM0227",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,1.4,NA,0.4134,NA,6.064,1.334,14.6686018384132,NA,NA,1,0.4134,1.354,1.279,1.369,NA,NA,2,6.064,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793","HPD4303",8,4,2600,"east","berkheya_rhapontica","T",3,1,0.2,NA,0.0682,0.0115,1.175,0.884,17.2287390029326,102.173913043478,0.168621700879765,1,0.0682,0.795,0.965,0.892,NA,NA,1,1.175,1,1,1,1,0.0115,"no",NA,NA,692
"1794","CUR6010",8,5,2800,"west","pentameris_exserta","T",3,1,29,47,0.045,0.0197,1.332,0.469666666666667,29.6,67.6142131979695,0.437777777777778,6,0.27,0.332,0.521,0.556,"split for scan","pentameris_exserta",6,7.992,6,6,6,6,0.1182,"no",NA,NA,564
"1795","CUR6010",8,5,2800,"west","pentameris_exserta","T",3,1,29,47,0.045,0.0197,1.332,0.469666666666667,29.6,67.6142131979695,0.437777777777778,6,0.27,0.332,0.521,0.556,"split for scan","pentameris_exserta",6,7.992,6,6,6,6,0.1182,"no",NA,NA,564
"1796","GBG4704",9,5,2800,"west","helichrysum_ecklonis","TS",0,NA,8.7,21.5,0.5842,0.0604,10.296,1.12533333333333,17.6241013351592,170.46357615894,0.103389250256761,1,0.5842,1.461,0.978,0.937,NA,NA,1,10.296,1,1,1,1,0.0604,"no",NA,NA,566
"1797","GBG4704",9,5,2800,"west","helichrysum_ecklonis","TS",0,NA,8.7,21.5,0.5842,0.0604,10.296,1.12533333333333,17.6241013351592,170.46357615894,0.103389250256761,1,0.5842,1.461,0.978,0.937,NA,NA,1,10.296,1,1,1,1,0.0604,"no",NA,NA,566
"1798","GEE8484",9,5,2800,"east","helichrysum_pilosellum","TS",0,NA,4,NA,0.591,0.1261,12.198,1.137,20.6395939086294,96.7327517842982,0.21336717428088,1,0.591,0.808,1.467,1.136,NA,NA,1,12.198,1,1,1,1,0.1261,"no",NA,NA,627
"1799","GBW7603",9,5,2800,"west","helichrysum_ecklonis","TS",0,NA,9.2,NA,0.7367,0.0733,9.873,0.761333333333333,13.4016560336636,134.693042291951,0.0994977602823402,1,0.7367,0.733,0.751,0.8,NA,NA,4,9.873,1,1,1,1,0.0733,"no",NA,NA,558
"1800","GBW7603",9,5,2800,"west","helichrysum_ecklonis","TS",0,NA,9.2,NA,0.7367,0.0733,9.873,0.761333333333333,13.4016560336636,134.693042291951,0.0994977602823402,1,0.7367,0.733,0.751,0.8,NA,NA,4,9.873,1,1,1,1,0.0733,"no",NA,NA,558
"1801","GCH5190",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,4.8,NA,0.4451,0.0457,6.889,1.062,15.4774208043136,150.74398249453,0.102673556504156,1,0.4451,1.099,0.955,1.132,NA,NA,1,6.889,1,1,1,1,0.0457,"no",NA,NA,687
"1802","GCH5190",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,4.8,NA,0.4451,0.0457,6.889,1.062,15.4774208043136,150.74398249453,0.102673556504156,1,0.4451,1.099,0.955,1.132,NA,NA,1,6.889,1,1,1,1,0.0457,"no",NA,NA,687
"1803","EGE6259",8,4,2600,"west","alepidea_setifera","T",3,2,5,NA,0.0666,0.0117,1.511,0.408666666666667,22.6876876876877,129.145299145299,0.175675675675676,1,0.0666,0.403,0.414,0.409,NA,"alepidea_setifera",1,1.511,1,1,1,1,0.0117,"no",NA,NA,478
"1804","HOB4996",8,5,2800,"west","themeda_triandra","T",2,3,24,NA,0.03105,0.01175,2.529,0.11,81.4492753623188,215.234042553191,0.378421900161031,2,0.0621,0.117,0.105,0.108,NA,NA,2,5.058,2,2,2,2,0.0235,"no",NA,NA,486
"1805","HYV0206",8,4,2600,"west","ficinia_cinnamomea","T",5,3,19.8,13,0.0465666666666667,0.0221333333333333,1.31466666666667,0.045,28.2319255547602,59.3975903614458,0.475304223335719,3,0.1397,0.057,0.045,0.033,"Missing aspect",NA,7,3.944,3,3,3,3,0.0664,"no",NA,NA,298
"1806","HWX5938",8,4,2600,"west","alepidea_setifera","T",2,3,7.3,NA,0.06375,0.018795,1.4655,0.347333333333333,22.9882352941176,77.9728651237031,0.294823529411765,2,0.1275,0.354,0.345,0.343,NA,"alepidea_setifera",2,2.931,2,2,2,2,0.03759,"no",NA,NA,263
"1807","HTS1686",8,5,2800,"east","oxalis_depressa","T",4,3,1.6,NA,0.01015,8e-04,0.306,0.295,30.1477832512315,382.5,0.0788177339901478,2,0.0203,0.276,0.328,0.281,NA,NA,3,0.612,2,2,2,2,0.0016,"no",NA,NA,944
"1808","IDT6949",8,4,2600,"west","tenaxia_disticha","T",5,3,11.5,NA,0.0377,0.012,0.708,0.561666666666667,18.7798408488064,59,0.318302387267905,2,0.0754,0.622,0.692,0.371,NA,"tenaxia_disticha",3,1.416,2,2,2,2,0.024,"no",NA,NA,631
"1809","IDD8747",8,4,2600,"west","ficinia_cinnamomea","T",3,2,14,NA,0.0377333333333333,0.0377333333333333,0.529333333333333,0.504666666666667,14.0282685512367,14.0282685512367,1,3,0.1132,0.543,0.434,0.537,NA,NA,2,1.588,3,3,3,3,0.1132,"no",NA,NA,974
