"","id","day_not_date","site_id","elevation_m_asl","aspect","species","project","plot_id","plant_id","veg_height_cm","rep_height_cm","wet_mass_g","dry_mass_g","leaf_area_cm2","leaf_thickness_mm","wet_sla_cm2_g","sla_cm2_g","ldmc","bulk_nr","wet_mass_total_g","leaf_thickness_1_mm","leaf_thickness_2_mm","leaf_thickness_3_mm","remark","new_species","n","leaf_area_total_cm2","wet_bulk_nr","wet_nr_pieces","dry_bulk_nr","dry_nr_pieces","dry_mass_total_g","check_scan","remarks","orchids","nr"
"1619","IRT9555",9,3,2400,"west","senecio_tall","T",3,1,23,NA,0.8182,0.1366,11.919,0.707,14.5673429479345,87.2547584187408,0.166951845514544,1,0.8182,0.688,0.725,0.708,"scanned not ticked",NA,1,11.919,1,NA,1,4,0.1366,"yes",NA,NA,409
"1620","IBX6928",8,4,2600,"east","athrixia_needle","T",1,1,14,NA,0.00508,0.00146,0.2274,0.377,44.7637795275591,155.753424657534,0.28740157480315,5,0.0254,0.406,0.388,0.337,NA,"athrixia_needle",5,1.137,5,5,5,5,0.0073,"no",NA,NA,189
"1621","IBO0521",8,4,2600,"west","moraea_inclinata","T",2,2,27.4,8.4,0.2428,0.0881,6.443,0.535333333333333,26.5362438220758,73.1328036322361,0.362850082372323,1,0.2428,0.502,0.569,0.535,NA,NA,1,6.443,1,1,1,1,0.0881,"no",NA,NA,192
"1622","IBP9019",8,4,2600,"east","alepidea_setifera",NA,1,3,5.5,NA,0.1236,0.0251,2.427,0.431,19.6359223300971,96.6932270916335,0.203074433656958,1,0.1236,0.404,0.439,0.45,"project not marked","alepidea_setifera",2,2.427,1,1,1,1,0.0251,"no",NA,NA,193
"1623","IDV0868",8,4,2600,"east","alepidea_setifera","T",1,2,9.3,NA,0.2172,0.0392,4.918,0.512,22.6427255985267,125.459183673469,0.180478821362799,1,0.2172,0.484,0.617,0.435,NA,"alepidea_setifera",1,4.918,1,1,1,1,0.0392,"no",NA,NA,378
"1624","HXL3451",9,3,2400,"west","oxalis_depressa","T",1,3,0.5,NA,0.0126,0.002,0.499,0.537666666666667,39.6031746031746,249.5,0.158730158730159,1,0.0126,0.512,0.601,0.5,NA,NA,1,0.499,1,1,1,1,0.002,"no",NA,NA,322
"1625","IDM5478",8,5,2800,"west","tenaxia_disticha","T",4,3,23.4,18,0.036175,0.017675,1.51575,0.241,41.9004837595024,85.7567185289957,0.488597097442986,4,0.1447,0.234,0.242,0.247,NA,"tenaxia_disticha",4,6.063,4,4,4,4,0.0707,"no",NA,NA,227
"1626","HUB3248",8,5,2800,"east","anthoxanthum_ecklonii","T",4,1,13.4,NA,0.1502,NA,7.782,0.261333333333333,51.8109187749667,NA,NA,1,0.1502,0.273,0.254,0.257,NA,"anthoxanthum_ecklonii",1,7.782,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627","IEH0584",8,4,2600,"east","ficinia_cinnamomea","T",1,2,22,NA,0.08045,0.02855,1.2775,0.636333333333333,15.8794282162834,44.7460595446585,0.354878806712244,2,0.1609,0.723,0.503,0.683,NA,NA,3,2.555,2,2,2,2,0.0571,"no",NA,NA,951
"1628","IDF0632",8,5,2800,"east","festuca_costata","T",2,1,16.7,NA,0.08155,NA,4.971,0.243666666666667,60.9564684242796,NA,NA,2,0.1631,0.229,0.276,0.226,NA,NA,2,9.942,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629","IJG0167",8,5,2800,"east","oxalis_depressa","T",2,1,3.5,NA,0.01475,NA,0.454,0.247666666666667,30.7796610169492,NA,NA,2,0.0295,0.252,0.248,0.243,NA,NA,2,0.908,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630","IDL9185",8,4,2600,"west","harpochloa_falx","T",3,1,9.5,NA,0.165,0.0445666666666667,5.874,0.315,35.6,131.802543006731,0.27010101010101,3,0.495,0.35,0.271,0.324,NA,NA,3,17.622,3,3,3,3,0.1337,"no",NA,NA,1006
"1631","IBA7192",8,5,2800,"east","elionurus_muticus","T",2,1,26.9,NA,0.0373666666666667,0.0158333333333333,0.908,0.394,24.299732381802,57.3473684210526,0.423728813559322,3,0.1121,0.382,0.416,0.384,NA,NA,5,2.724,3,3,3,3,0.0475,"no",NA,NA,1009
"1632","HXH0303",5,1,2000,"west","less_blunt_leaved_gnidia","T",5,5,11.5,NA,0.005,0.00106,0.2164,0.261666666666667,43.28,204.150943396226,0.212,5,0.025,0.251,0.275,0.259,NA,"less_blunt_leaved_gnidia",6,1.082,5,5,5,5,0.0053,"no",NA,NA,982
"1633","IBJ3237",8,4,2600,"east","cotula_hispida",NA,2,1,5.8,NA,0.03055,0.0056,1.117,0.561,36.5630114566285,199.464285714286,0.183306055646481,2,0.0611,0.575,0.522,0.586,NA,NA,2,2.234,2,2,2,2,0.0112,"no",NA,NA,981
"1634","GCK2910",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,2.4,NA,0.2067,0.0204,3.454,1.015,16.7102080309628,169.313725490196,0.0986937590711176,1,0.2067,1.142,0.985,0.918,NA,NA,1,3.454,1,1,1,1,0.0204,"no",NA,NA,814
"1635","CVQ4018",8,5,2800,"west","helichrysum_aureum","T",3,2,3,NA,0.0468,0.001,2.288,0.141,48.8888888888889,2288,0.0213675213675214,1,0.0468,0.14,0.142,0.141,NA,NA,4,2.288,1,1,1,1,0.001,"no",NA,NA,354
"1636","CVM0399",8,4,2600,"west","moraea_inclinata","T",1,2,30,NA,0.5142,0.1659,9.322,0.815,18.1291326332166,56.1904761904762,0.322637106184364,1,0.5142,0.842,0.813,0.79,NA,NA,1,9.322,1,1,1,1,0.1659,"no",NA,NA,621
"1637","GBA9350",9,5,2800,"west","helichrysum_pilosellum","TS",0,2,3,NA,0.51465,0.08295,10.529,0.612,20.4585640726707,126.931886678722,0.161177499271349,2,1.0293,0.642,0.622,0.572,NA,NA,2,21.058,1,2,1,2,0.1659,"no","Leaf broken into 2 pieces",NA,872
"1638","DEH6145",9,4,2800,"west","helichrysum_pilosellum","TS",0,NA,5.4,NA,1.201,0.2152,22.795,0.602333333333333,18.9800166527893,105.924721189591,0.179184013322231,1,1.201,0.581,0.616,0.61,NA,NA,1,22.795,1,1,1,1,0.2152,"no",NA,NA,351
"1639","GBS3096",9,5,2800,"west","helichrysum_ecklonis","TS",0,NA,7.1,NA,0.6307,0.0574,11.025,0.714666666666667,17.480577136515,192.073170731707,0.0910099889012209,1,0.6307,0.75,0.735,0.659,NA,NA,1,11.025,1,1,1,1,0.0574,"no",NA,NA,350
"1640","GBS3096",9,5,2800,"west","helichrysum_ecklonis","TS",0,NA,7.1,NA,0.6307,0.0574,11.025,0.714666666666667,17.480577136515,192.073170731707,0.0910099889012209,1,0.6307,0.75,0.735,0.659,NA,NA,1,11.025,1,1,1,1,0.0574,"no",NA,NA,350
"1641","GCD5709",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,4.5,NA,0.3593,0.024,6.633,0.546666666666667,18.4608961870303,276.375,0.0667965488449763,1,0.3593,0.479,0.626,0.535,NA,NA,1,6.633,1,1,1,1,0.024,"no",NA,NA,428
"1642","GCD5709",9,5,2800,"east","helichrysum_ecklonis","TS",0,NA,4.5,NA,0.3593,0.024,6.633,0.546666666666667,18.4608961870303,276.375,0.0667965488449763,1,0.3593,0.479,0.626,0.535,NA,NA,1,6.633,1,1,1,1,0.024,"no",NA,NA,428
"1643","HPJ5881",8,5,2800,"east","anthoxanthum_ecklonii","T",3,2,13.9,NA,0.1949,0.0449,9.161,0.286333333333333,47.0035915854284,204.031180400891,0.230374551051821,1,0.1949,0.266,0.292,0.301,NA,"anthoxanthum_ecklonii",2,9.161,1,1,1,1,0.0449,"no",NA,NA,623
"1644","GGG4233",9,5,2800,"west","senecio_glaberrimus","TS",0,NA,20,NA,0.2121,0.0292,6.848,0.387333333333333,32.2866572371523,234.520547945205,0.137670909948138,1,0.2121,0.366,0.39,0.406,NA,"senecio_glaberrimus",1,6.848,1,1,1,1,0.0292,"no",NA,NA,331
"1645","GGG4233",9,5,2800,"west","senecio_glaberrimus","TS",0,NA,20,NA,0.2121,0.0292,6.848,0.387333333333333,32.2866572371523,234.520547945205,0.137670909948138,1,0.2121,0.366,0.39,0.406,NA,"senecio_glaberrimus",1,6.848,1,1,1,1,0.0292,"no",NA,NA,331
"1646","CWB1057",8,5,2800,"west","pentameris_exserta","T",4,2,23.2,NA,0.0785,0.0341,1.742,0.533666666666667,22.1910828025478,51.0850439882698,0.434394904458599,1,0.0785,0.533,0.526,0.542,NA,"pentameris_exserta",1,1.742,1,1,1,1,0.0341,"no",NA,NA,470
"1647","CUB2642",8,5,2800,"east","merxmuellera_drakensbergensis","T",3,2,34,NA,0.0759,0.030675,1.623,0.556666666666667,21.3833992094862,52.9095354523227,0.404150197628459,4,0.3036,0.537,0.545,0.588,NA,NA,4,6.492,4,4,4,4,0.1227,"no",NA,NA,333
"1648","CWH9981",8,5,2800,"east","oxalis_depressa","T",3,2,3,NA,0.0241333333333333,0.00166666666666667,0.682,0.254666666666667,28.2596685082873,409.2,0.069060773480663,3,0.0724,0.262,0.247,0.255,NA,NA,4,2.046,3,3,3,3,0.005,"no",NA,NA,465
"1649","IFH0523",8,5,2800,"west","pentameris_exserta","T",4,1,22.1,NA,0.0542666666666667,0.0231333333333333,1.22366666666667,0.368,22.54914004914,52.8962536023055,0.426289926289926,3,0.1628,0.443,0.264,0.397,NA,"pentameris_exserta",3,3.671,3,NA,3,5,0.0694,"yes",NA,NA,434
"1650","HZK1363",8,5,2800,"east","cotula_hispida","T",3,1,3.9,NA,0.0098,0,0.446333333333333,0.22,45.5442176870748,Inf,0,3,0.0294,0.222,0.219,0.219,NA,NA,3,1.339,3,3,3,3,0,"no",NA,NA,420
"1651","CWN0590",8,5,2800,"east","anthoxanthum_ecklonii","T",3,1,7,NA,0.0545,0.0161,2.6295,0.260333333333333,48.2477064220184,163.32298136646,0.295412844036697,2,0.109,0.276,0.248,0.257,NA,"anthoxanthum_ecklonii",2,5.259,2,2,2,2,0.0322,"no",NA,NA,472
"1652","ICL9927",8,5,2800,"west","themeda_triandra","T",5,2,17.5,NA,0.0150666666666667,0.0053,1.656,0.13,109.911504424779,312.452830188679,0.351769911504425,3,0.0452,0.102,0.166,0.122,NA,NA,3,4.968,3,3,3,3,0.0159,"no",NA,NA,469
"1653","HOT7300",8,5,2800,"west","cineraria_sp","T",2,1,12,NA,0.04175,0.0063,1.5195,0.235,36.3952095808383,241.190476190476,0.150898203592814,2,0.0835,0.208,0.257,0.24,NA,NA,2,3.039,2,2,2,2,0.0126,"no",NA,NA,620
"1654","DEF4587",8,5,2800,"west","berkheya_rhapontica","T",5,3,2,NA,0.2224,0.0335,3.972,0.726333333333333,17.8597122302158,118.567164179104,0.150629496402878,1,0.2224,0.752,0.721,0.706,NA,NA,1,3.972,1,1,1,1,0.0335,"no",NA,NA,187
"1655","CUH4001",8,5,2800,"east","merxmuellera_drakensbergensis","T",3,1,32,NA,0.087275,0.0374,1.92175,0.491333333333333,22.0194786594099,51.3836898395722,0.428530507018046,4,0.3491,0.553,0.433,0.488,NA,NA,4,7.687,4,4,4,4,0.1496,"no",NA,NA,324
"1656","DWF5202",8,4,2600,"east","zaluzianskya_sp","T",5,1,1.3,NA,0.0445,0.0078,1.075,0.605,24.1573033707865,137.820512820513,0.175280898876404,1,0.0445,0.633,0.593,0.589,NA,NA,1,1.075,1,1,1,1,0.0078,"no",NA,NA,723
"1657","DCH1929",8,4,2600,"east","rubiaceae_shrubby_thing","T",5,1,11.6,NA,0.0024,7e-04,0.0919,0.26,38.2916666666667,131.285714285714,0.291666666666667,10,0.024,0.248,0.295,0.237,NA,"rubiaceae_shrubby_thing",10,0.919,10,10,10,10,0.007,"no",NA,NA,819
"1658","DWJ2646",8,4,2600,"east","jamesbrittenia_pristisepala","T",5,1,6.9,NA,0.00255,0.00095,0.172,0.114666666666667,67.4509803921569,181.052631578947,0.372549019607843,2,0.0051,0.044,0.157,0.143,NA,NA,2,0.344,2,2,2,2,0.0019,"no",NA,NA,186
"1659","DWJ2646",8,4,2600,"east","jamesbrittenia_pristisepala","T",5,1,6.9,NA,0.00255,0.00095,0.172,0.114666666666667,67.4509803921569,181.052631578947,0.372549019607843,2,0.0051,0.044,0.157,0.143,NA,NA,2,0.344,2,2,2,2,0.0019,"no",NA,NA,186
"1660","EFC5349",8,4,2600,"east","kniphofia_porphyrantha","T",5,2,11.8,NA,0.3798,0.0405,6.699,0.613666666666667,17.6382306477093,165.407407407407,0.106635071090047,1,0.3798,0.595,0.566,0.68,"Lesego has an idea about the sp name",NA,1,6.699,1,1,1,1,0.0405,"no",NA,NA,591
"1661","HEW3373",8,5,2800,"west","alepidea_thodei","TS",4,1,3.5,NA,NA,NA,NA,0.373333333333333,NA,NA,NA,NA,NA,0.384,0.387,0.349,NA,"alepidea_thodei",1,6.056,1,1,1,1,0.0256,"no",NA,NA,194
"1662","DVV3348",8,4,2600,"east","alepidea_thodei","T",5,1,1.2,NA,0.086,0.0085,2.55,0.383666666666667,29.6511627906977,300,0.0988372093023256,1,0.086,0.424,0.371,0.356,NA,"alepidea_thodei",1,2.55,1,1,1,1,0.0085,"no",NA,NA,887
"1663","CTU9675",8,4,2600,"west","erica_thodei","T",4,1,11.2,NA,0.001395,0.000815,0.0431,0.429333333333333,30.8960573476703,52.8834355828221,0.584229390681004,20,0.0279,0.434,0.449,0.405,NA,"erica_thodei",20,0.862,20,20,20,20,0.0163,"no",NA,NA,617
"1664","EGN9537",8,4,2600,"west","thesium_sp2","T",4,1,4.5,NA,0.000586666666666667,0.000113333333333333,0.0326,0.157,55.5681818181818,287.647058823529,0.193181818181818,15,0.0088,0.189,0.142,0.14,NA,"thesium_sp2",15,0.489,15,15,15,15,0.0017,"no",NA,NA,325
"1665","CVJ0597",8,4,2600,"west","merxmuellera_drakensbergensis","T",1,2,24,NA,0.0612,0.0267,1.4645,0.407,23.9297385620915,54.8501872659176,0.436274509803922,2,0.1224,0.406,0.433,0.382,NA,NA,2,2.929,2,2,2,3,0.0534,"no","cut when weighing dry weight",NA,195
"1666","CTM6064",8,4,2600,"west","moraea_inclinata","T",4,1,29.5,NA,0.20915,0.0746,4.904,0.742333333333333,23.4472866363854,65.7372654155496,0.356681807315324,2,0.4183,0.641,0.965,0.621,"split for weighing",NA,2,9.808,1,2,1,2,0.1492,"yes","check if scan was already in two pieces",NA,188
"1667","CTM6064",8,4,2600,"west","moraea_inclinata","T",4,1,29.5,NA,0.20915,0.0746,4.904,0.742333333333333,23.4472866363854,65.7372654155496,0.356681807315324,2,0.4183,0.641,0.965,0.621,"split for weighing",NA,2,9.808,1,2,1,2,0.1492,"yes","check if scan was already in two pieces",NA,188
"1668","DAD1293",8,4,2600,"west","ursinia_montana","T",1,2,3,NA,0.02055,0.0031,0.453,0.08,22.043795620438,146.129032258065,0.150851581508516,2,0.0411,0.09,0.07,0.08,NA,NA,2,0.906,2,2,2,2,0.0062,"no",NA,NA,896
"1669","DAD1293",8,4,2600,"west","ursinia_montana","T",1,2,3,NA,0.02055,0.0031,0.453,0.08,22.043795620438,146.129032258065,0.150851581508516,2,0.0411,0.09,0.07,0.08,NA,NA,2,0.906,2,2,2,2,0.0062,"no",NA,NA,896
"1670","DDE2205",8,4,2600,"east","thesium_sp2","T",1,2,17.2,NA,0.00536,0.00167,0.1684,0.441666666666667,31.4179104477612,100.838323353293,0.311567164179104,10,0.0536,0.493,0.351,0.481,NA,"thesium_sp2",10,1.684,10,10,10,10,0.0167,"no",NA,NA,725
"1671","CUY4423",8,5,2800,"west","pentameris_exserta","T",1,1,33,46,0.06626,0.03168,1.6816,0.224,25.3788107455478,53.0808080808081,0.478116510715364,5,0.3313,0.258,0.204,0.21,NA,"pentameris_exserta",5,8.408,5,5,5,10,0.1584,"no","cut for dry weight",NA,399
"1672","CVY2799",8,5,2800,"west","kniphofia_porphyrantha","T",1,1,20,NA,0.4223,0.0803,9.056,0.397,21.4444707553872,112.777085927771,0.190149183045228,1,0.4223,0.485,0.339,0.367,NA,"kniphofia_porphyrantha",1,9.056,1,1,1,1,0.0803,"no",NA,NA,888
"1673","GDC2812",9,5,2800,"west","senecio_glaberrimus","TS",0,NA,25.5,NA,0.5798,0.1075,13.995,0.499666666666667,24.1376336667816,130.186046511628,0.185408761641946,1,0.5798,0.474,0.499,0.526,NA,"senecio_glaberrimus",2,13.995,1,1,1,1,0.1075,"no",NA,NA,341
"1674","GDC2812",9,5,2800,"west","senecio_glaberrimus","TS",0,NA,25.5,NA,0.5798,0.1075,13.995,0.499666666666667,24.1376336667816,130.186046511628,0.185408761641946,1,0.5798,0.474,0.499,0.526,NA,"senecio_glaberrimus",2,13.995,1,1,1,1,0.1075,"no",NA,NA,341
"1675","CVX8776",8,5,2800,"west","pentameris_exserta","T",1,2,25,NA,0.087,0.0402,2.13933333333333,0.418333333333333,24.5900383141762,53.2172470978441,0.462068965517241,3,0.261,0.417,0.48,0.358,NA,"pentameris_exserta",5,6.418,3,NA,3,8,0.1206,"yes",NA,NA,329
"1676","GDK4021",9,5,2800,"west","senecio_glaberrimus","TS",0,NA,13.6,NA,0.8487,0.1512,22.442,0.441666666666667,26.4427948627312,148.425925925926,0.178154825026511,1,0.8487,0.45,0.45,0.425,NA,"senecio_glaberrimus",1,22.442,1,1,1,1,0.1512,"no",NA,NA,191
"1677","GFM8020",9,5,2800,"west","senecio_glaberrimus","TS",0,NA,21,NA,1.2904,0.2165,25.559,0.68,19.8070365778053,118.055427251732,0.167777433353999,1,1.2904,0.586,0.728,0.726,NA,"senecio_glaberrimus",2,25.559,1,1,1,1,0.2165,"no",NA,NA,348
"1678","GDW5717",9,5,2800,"west","senecio_glaberrimus","TS",0,NA,21.5,NA,0.6328,0.1081,16.866,0.401333333333333,26.6529709228824,156.022201665125,0.17082806573957,1,0.6328,0.398,0.415,0.391,NA,"senecio_glaberrimus",2,16.866,1,1,1,1,0.1081,"no",NA,NA,719
"1679","GEJ5336",9,5,2800,"west","senecio_glaberrimus","TS",0,NA,11.5,NA,0.8618,0.1506,17.24,0.562333333333333,20.0046414481318,114.475431606906,0.174750522162915,1,0.8618,0.562,0.556,0.569,NA,"senecio_glaberrimus",1,17.24,1,1,1,1,0.1506,"no",NA,NA,898
"1680","GDG3860",9,5,2800,"west","senecio_glaberrimus","TS",0,NA,16,NA,1.037,0.1614,19.488,0.653333333333333,18.7926711668274,120.743494423792,0.155641272902604,1,1.037,0.62,0.67,0.67,NA,"senecio_glaberrimus",1,19.488,1,1,1,1,0.1614,"no",NA,NA,588
"1681","DAE7178",8,4,2600,"west","aristea_woodii","T",1,3,11,22,0.2732,0.0729,5.065,0.601666666666667,18.5395314787701,69.4787379972565,0.26683748169839,1,0.2732,0.643,0.605,0.557,NA,NA,1,5.065,1,1,1,1,0.0729,"no","KAG",NA,890
"1682","GFQ6825",9,5,2800,"west","helichrysum_pallidum","TS",0,NA,4.8,NA,0.772,0.1659,12.175,0.8,15.770725388601,73.3875828812538,0.214896373056995,1,0.772,0.93,0.675,0.795,NA,NA,2,12.175,1,1,1,1,0.1659,"no",NA,NA,891
"1683","DAF6890",8,4,2600,"west","harpochloa_falx","T",1,1,6,8,0.1635,0.03915,4.4885,0.425333333333333,27.4525993883792,114.648786717752,0.239449541284404,2,0.327,0.374,0.481,0.421,NA,NA,2,8.977,2,2,2,2,0.0783,"no",NA,NA,619
"1684","GFB1474",9,5,2800,"west","helichrysum_pallidum","TS",0,NA,2.8,NA,1.0345,0.1639,12.583,0.96,12.1633639439343,76.7724222086638,0.158434026099565,1,1.0345,0.981,0.899,1,NA,NA,2,12.583,1,1,1,1,0.1639,"no",NA,NA,705
"1685","GFF6503",9,5,2800,"west","senecio_glaberrimus","TS",0,NA,28.4,NA,1.0369,0.1916,24.12,0.460666666666667,23.2616452888417,125.887265135699,0.184781560420484,1,1.0369,0.459,0.47,0.453,NA,"senecio_glaberrimus",1,24.12,1,1,1,1,0.1916,"no",NA,NA,706
"1686","DCZ8845",8,4,2600,"east","helichrysum_dasycephalum","T",1,3,5.3,NA,0.00295,0.0007625,0.14875,0.272,50.4237288135593,195.081967213115,0.258474576271186,8,0.0236,0.271,0.314,0.231,NA,"helichrysum_dasycephalum",8,1.19,8,8,8,8,0.0061,"no",NA,NA,321
"1687","CTQ5306",8,4,2600,"west","tenaxia_disticha","T",4,1,11.8,NA,0.095,0.0338,2.689,0.257,28.3052631578947,79.5562130177515,0.35578947368421,1,0.095,0.265,0.242,0.264,NA,"tenaxia_disticha",1,2.689,1,1,1,2,0.0338,"no",NA,NA,892
"1688","DDC3673",8,4,2600,"east","psammotropha_obtusa","T",1,1,2.4,4.4,0.00168,0.00034,0.0582,0.248666666666667,34.6428571428571,171.176470588235,0.202380952380952,10,0.0168,0.243,0.252,0.251,NA,NA,10,0.582,10,10,10,10,0.0034,"no",NA,NA,339
"1689","DDC3673",8,4,2600,"east","psammotropha_obtusa","T",1,1,2.4,4.4,0.00168,0.00034,0.0582,0.248666666666667,34.6428571428571,171.176470588235,0.202380952380952,10,0.0168,0.243,0.252,0.251,NA,NA,10,0.582,10,10,10,10,0.0034,"no",NA,NA,339
"1690","CUE2376",8,5,2800,"west","holcus_lanatus","T",2,2,6.7,NA,0.02375,NA,0.89925,0.206,37.8631578947368,NA,NA,4,0.095,0.244,0.191,0.183,NA,"holcus_lanatus",7,3.597,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","HZP2485",8,5,2800,"east","senecio_glaberrimus","T",5,2,9.5,NA,0.07435,NA,2.0715,0.349,27.8614660390047,NA,NA,2,0.1487,0.36,0.33,0.357,"damaged leaves","senecio_glaberrimus",2,4.143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","HOG4834",8,4,2600,"west","anthospermum_streyi","T",3,1,6,NA,0.000383333333333333,NA,0.0191666666666667,0.147333333333333,50,NA,NA,12,0.0046,0.147,0.154,0.141,NA,"anthospermum_streyi",12,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","CUG7201",8,5,2800,"west","berkheya_rhapontica","T",1,2,0.2,NA,0.0402,NA,0.764,0.708,19.0049751243781,NA,NA,1,0.0402,0.653,0.714,0.757,NA,NA,1,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","CWI0899",8,5,2800,"east","stiburus_alopecuroides","T",3,1,25,NA,0.0348,NA,1.966,0.161,56.4942528735632,NA,NA,2,0.0696,0.164,0.158,0.161,NA,NA,2,3.932,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695","HZS0325",8,5,2800,"east","themeda_triandra","T",3,1,15,NA,0.016325,NA,0.949,0.126333333333333,58.1316998468606,NA,NA,4,0.0653,0.121,0.124,0.134,NA,NA,4,3.796,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696","IAA1714",8,5,2800,"west","tenaxia_disticha","T",1,1,27,35,0.0448666666666667,NA,1.186,0.217666666666667,26.4338781575037,NA,NA,3,0.1346,0.21,0.217,0.226,NA,"tenaxia_disticha",3,3.558,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","HOX4677",8,4,2600,"east","harpochloa_falx","T",2,1,11.1,10.6,0.1112,NA,3.578,0.371666666666667,32.1762589928058,NA,NA,2,0.2224,0.42,0.392,0.303,NA,NA,2,7.156,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","CWO6154",8,5,2800,"east","ficinia_cinnamomea","T",3,2,13,11,0.0267333333333333,NA,0.939666666666667,0.14,35.1496259351621,NA,NA,3,0.0802,0.141,0.145,0.134,NA,NA,3,2.819,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699","IAD7212",8,4,2600,"west","psammotropha_obtusa","T",5,2,3,3.5,0.00068,NA,0.0284,0.265333333333333,41.7647058823529,NA,NA,10,0.0068,0.151,0.38,0.265,NA,NA,10,0.284,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","HPF3821",8,5,2800,"west","oxalis_depressa","T",5,2,2.5,NA,0.0122,NA,0.417333333333333,0.259,34.207650273224,NA,NA,3,0.0366,0.203,0.287,0.287,NA,NA,3,1.252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","IBK7402",8,4,2600,"west","psammotropha_obtusa","T",5,3,1,2.5,0.000535,NA,0.0243,0.0596666666666667,45.4205607476636,NA,NA,20,0.0107,0.032,0.084,0.063,NA,NA,20,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","IGP4187",8,5,2800,"west","pentameris_exserta","T",5,1,41,NA,0.0739,NA,1.8175,0.654,24.5940460081191,NA,NA,4,0.2956,0.53,0.82,0.612,NA,"pentameris_exserta",4,7.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703","IEZ3450",8,5,2800,"west","helichrysum_dasycephalum","T",5,1,20,18,0.00387,NA,0.1511,0.218333333333333,39.0439276485788,NA,NA,10,0.0387,0.209,0.247,0.199,NA,"helichrysum_dasycephalum",11,1.511,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704","DEA0651",8,5,2800,"west","berkheya_rhapontica","T",5,2,1,NA,0.1227,NA,2.747,0.582,22.3879380603097,NA,NA,1,0.1227,0.584,0.589,0.573,NA,NA,1,2.747,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","IBB5526",8,4,2600,"east","elionurus_muticus","T",3,1,13,NA,0.01474,NA,0.4624,0.272333333333333,31.370420624152,NA,NA,5,0.0737,0.181,0.348,0.288,NA,NA,8,2.312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","IFD4897",8,5,2800,"west","kniphofia_porphyrantha","T",5,1,14.4,NA,0.4949,NA,7.742,0.377333333333333,15.6435643564356,NA,NA,1,0.4949,0.339,0.4,0.393,NA,NA,1,7.742,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707","ICX6958",8,4,2600,"west","eragrostis_capensis","T",3,2,4.6,NA,0.00905,NA,0.548,0.143666666666667,60.5524861878453,NA,NA,2,0.0181,0.146,0.14,0.145,NA,NA,2,1.096,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","ICM4654",8,4,2600,"east","themeda_triandra","T",2,2,15.8,18.2,0.0162333333333333,NA,1.64133333333333,0.331666666666667,101.108829568789,NA,NA,3,0.0487,0.098,0.8,0.097,NA,NA,3,4.924,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","IBM2390",8,5,2800,"west","themeda_triandra","T",5,1,26,26.4,0.03335,NA,2.987,0.114,89.5652173913044,NA,NA,2,0.0667,0.116,0.114,0.112,NA,NA,2,5.974,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","IDO6772",8,4,2600,"east","lotononis_lotononoides","T",2,1,2.4,NA,0.0033875,NA,0.084,0.288,24.7970479704797,NA,NA,8,0.0271,0.291,0.293,0.28,NA,"lotononis_lotononoides",7,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","IBQ3467",8,4,2600,"east","tenaxia_disticha","T",2,1,29,NA,0.0561666666666667,0.0258,2.87366666666667,0.240333333333333,51.1632047477745,111.382428940568,0.459347181008902,3,0.1685,0.214,0.216,0.291,NA,"tenaxia_disticha",3,8.621,3,3,3,3,0.0774,"no",NA,NA,690
"1712","HNV7224",8,4,2600,"east","hypoxis_parvula","T",2,3,2,NA,0.0686,0.0061,1.965,0.259,28.6443148688047,322.131147540984,0.0889212827988338,1,0.0686,0.234,0.264,0.279,NA,NA,1,1.965,1,1,1,1,0.0061,"no",NA,NA,688
"1713","ICG5967",8,4,2600,"east","heteropogon_contortus","T",2,1,11,NA,0.0173666666666667,0.00623333333333333,1.58133333333333,0.135,91.0556621880998,253.689839572192,0.358925143953935,3,0.0521,0.164,0.119,0.122,NA,NA,4,4.744,3,3,3,3,0.0187,"no",NA,NA,684
