"curveid","tleaf_opt","tleaf_cond_opt","tleaf_vpdl_opt","tleaf_cond_vpdl_opt","weib_Topt","weib_breadth","tleaf_breadth","tleaf_cond_breadth","tleaf_vpdl_breadth","tleaf_cond_vpdl_breadth","tleaf_AIC","tleaf_cond_AIC","tleaf_vpdl_AIC","tleaf_cond_vpdl_AIC","tleaf_concurvity","tleaf_cond_concurvity","tleaf_vpdl_concurvity","tleaf_cond_vpdl_concurvity"
"1157",16.3757524579125,17.8506793265993,18.0965004713805,18.0965004713805,16.9926538596991,9.227,3.19567488215488,3.19567488215488,4.42478060606061,4.42478060606061,-1140.24998661539,-1219.39776484239,-1231.88858802814,-1231.88181506721,3.61692926864086e-25,0.999002919805965,0.999987534614811,0.999995227079788
"1158",18.4860611363636,18.8995025,14.9718095454545,19.1062231818182,18.4028025966328,8.166,2.68736886363636,2.89408954545454,2.2739275,2.89408954545454,-2747.27210264458,-3508.90813189375,-3323.4784223816,-3510.5067486506,2.31557077720777e-28,0.99516947854546,0.999972258696129,0.999983128005646
"1159",16.091896969697,19.0108587878788,20.2618424242424,19.0108587878788,16.9980666467329,10.471,2.71046454545454,2.50196727272727,5.00393454545454,2.50196727272727,-1196.20431182384,-1224.31418494614,-1209.74098554607,-1224.3130943192,7.05858322259483e-28,0.995580251211833,0.999987292740087,0.999988894379873
"1160",16.516388989899,15.8561265656566,16.7364764646465,15.6360390909091,16.7886794713062,12.076,2.6410496969697,2.6410496969697,3.30131212121212,2.86113717171717,-1041.49148301782,-1052.25342778654,-1125.12819309905,-1131.05801916738,3.01463274936387e-28,0.940650823119078,0.999987955716581,0.999988193209527
"1006",16.4677575757575,16.7175525252525,16.9673474747474,16.9673474747474,17.0170698512209,NA,6.49466868686869,4.99589898989899,3.74692424242424,3.74692424242424,-620.581698048275,-679.337432626519,-705.311699158758,-705.308462054156,7.29169524110745e-28,0.998713889829611,0.999988931110845,0.999993894761031
"1019",18.522269503367,13.1182313552189,27.8565172138047,8.4511075,17.4021138718973,10.633,2.45638097643098,3.19329526936028,2.70201907407407,0.245638097643099,-1675.0169649558,-3399.85084018435,-2329.60187678719,-3711.2693706255,4.06043928463896e-24,0.972011401390468,0.999959181138771,0.999970361557954
"1037",20.5466538720539,20.0278511784512,31.9603131313131,32.2197144781145,20.9860535237043,10.382,3.3722175084175,3.3722175084175,3.8910202020202,4.40982289562289,-995.17050558298,-1036.85209782217,-1165.08016680113,-1177.89422266788,1.09541336539578e-23,0.966723764468941,0.999977341263131,0.99998251349043
"1045",17.4918491582492,17.982696969697,17.2464252525253,17.7372730639731,17.6567305545552,NA,6.87186936026934,5.39932592592591,5.15390202020201,4.41763030303029,138.795392445857,13.1190280392951,-91.8320575929759,-92.3318606368374,6.14966289829873e-28,0.994377259359189,0.999981011835288,0.999986354739617
"1026",16.0161127272727,16.0161127272727,16.4957707070707,16.4957707070707,15.900555232445,10.156,2.3982898989899,2.63811888888889,1.91863191919192,2.15846090909091,-410.048240529121,-415.465565695066,-449.194068915896,-449.600869109138,8.87016582041198e-24,0.936373759212869,0.999969924143001,0.999974614549968
"1057",18.4216080808081,18.4216080808081,19.8357707070707,19.8357707070707,18.1682375296339,4.614,2.82832525252525,2.82832525252525,1.01011616161616,1.01011616161616,-2154.77698686846,-2155.76089937124,-2251.21825810634,-2251.21268737004,6.96392873186499e-29,0.843239633144001,0.99998378591757,0.999985539597235
"1068",24.2117232323232,23.5242363636363,23.0659117845118,23.5242363636363,24.3219181713756,6.592,2.97910976430977,2.74994747474748,2.97910976430977,2.74994747474748,-1774.97181455611,-1815.14528924413,-1785.84182934631,-1815.14243786815,3.28994211788508e-24,0.996111397335475,0.999991271506819,0.999995476974984
"1075",9.80179291666667,9.80179291666667,18.7365391626409,16.9495899134461,14.4378852071223,NA,1.02111385668277,0.765835392512077,3.57389849838969,4.85029081924315,-3547.35308491866,-3929.16181698984,-3837.97570748315,-3967.49738420783,2.66166609212497e-24,0.986968470666757,0.999954176623259,0.999958923961043
"1078",15.8559161616161,15.6000484848485,14.3207101010101,14.3207101010101,15.5957465749695,NA,6.14082424242424,6.39669191919192,5.62908888888889,5.62908888888889,-1393.47655726279,-1394.27954565791,-1399.42887397724,-1399.42151251114,2.58481897559027e-24,0.811453392840696,0.99996756617689,0.999971195505617
"1092",19.0576778939394,18.7977247811448,13.5986625252525,11.7789907356902,18.0500769168942,6.824,2.85948424074074,2.59953112794613,5.9789215942761,4.93910914309764,-1413.34347540786,-1981.29093092278,-2397.37204120524,-2431.06273114674,1.77186436708465e-29,0.996401976832897,0.999997079181153,0.999999453567955
"1094",17.6922452861953,17.6922452861953,23.3178054503367,22.2462701809764,19.334157319563,8.307,3.21460580808081,2.94672199074074,2.94672199074074,2.94672199074074,-3169.66579619498,-3360.16392436324,-3717.23500570086,-3751.68722237874,1.40578276154297e-23,0.954915985051052,0.999964352445546,0.999977588138761
"1112",24.9411507070707,24.7017580808081,26.8562917171717,24.9411507070707,24.630458593914,9.116,2.87271151515152,2.63331888888889,3.11210414141414,2.87271151515152,-1544.40418860888,-1608.66406970645,-1604.38127291521,-1608.32997343506,9.36092554067194e-24,0.980346926078991,0.999977547277588,0.999983886042623
"1113",26.8727239057239,26.8727239057239,26.8727239057239,26.8727239057239,27.1502909479769,7.273,3.18039461279461,3.18039461279461,3.18039461279461,3.18039461279461,-589.78572180755,-589.584768754163,-589.782774914368,-589.58729777302,4.84907808258363e-26,0.994582741739415,0.999965593447486,0.999970071910106
"1119",20.8340194949495,21.2933246127946,19.4561041414141,19.2264515824916,20.9713143904841,6.761,3.44478838383839,4.13374606060606,2.98548326599327,3.21513582491582,-637.440528649002,-700.628273011637,-729.053595933562,-736.295066628755,1.30464348594806e-23,0.964717606716166,0.999970624239615,0.999976810615179
"1121",16.4549872138047,16.2033113468013,25.0119666919192,25.7669942929293,16.4059512179975,8.787,2.51675867003367,2.51675867003367,4.27848973905724,5.53686907407407,-3049.28311828783,-3278.48393285755,-3329.11226413095,-3515.80177183474,4.99128399989436e-24,0.990553198223571,0.999974171830382,0.999985633566089
"1122",13.654803479021,13.3959336778037,24.7862049313649,21.1620277143227,12.5629187982543,8.078,4.40078662069412,4.40078662069412,3.10643761460762,2.84756781339031,-3955.38682443463,-4204.68255129062,-4174.87298123221,-4245.29914638761,1.34176629584743e-23,0.997873815070956,0.999994917591566,0.999995742935084
"1125",15.0388866666667,14.3089266666667,13.3356466666667,14.0656066666667,14.5415076360782,7.862,3.16316,2.67652,2.91984,2.67652,-1153.42580164396,-1612.70099290483,-1671.61049103667,-1685.2893652764,7.02793461042528e-24,0.998389984281161,0.999968227792511,0.999991341434028
"1124",15.2978456565657,15.0404494949495,15.2978456565657,14.7830533333333,15.5847990625282,9.632,2.83135777777778,2.83135777777778,2.83135777777778,2.83135777777778,-1282.15533035777,-1286.89920321289,-1282.15473888994,-1287.01264023896,1.12126763543452e-23,0.985835957276665,0.999940270828042,0.999953015442157
"1129",14.8556143434343,14.610896969697,13.8767448484848,14.3661795959596,14.154336833875,8.861,3.91547797979798,3.91547797979798,4.6496301010101,3.91547797979798,-794.218447678018,-825.676319194021,-797.674517276834,-825.145064374552,4.5121338178423e-24,0.961570965067001,0.999984177860608,0.999985690715129
"1131",18.2538465319865,18.5230909427609,18.2538465319865,18.5230909427609,18.1718499049848,8.223,3.23093292929293,3.23093292929293,3.23093292929293,3.23093292929293,-781.932173543872,-798.736871395365,-781.921226702434,-798.736676852149,6.08107372632679e-25,0.989662297378383,0.999977662505053,0.999985511185556
"1142",23.3066424242424,23.3066424242424,22.6189242424242,11.6154333333333,23.2043675258839,6.832,2.52163333333333,2.52163333333333,2.75087272727272,0.687718181818182,-1391.79885018321,-1391.7979438182,-1393.28257276166,-1397.45756350954,5.15363623042163e-24,0.834082403796988,0.99996947643329,0.999974176073359
"1146",28.3582193939394,28.3582193939394,28.3582193939394,28.3582193939394,29.0475590987612,6.016,3.30480090909091,3.30480090909091,3.30480090909091,3.30480090909091,-793.134565967142,-793.132660957164,-793.134416416574,-793.132470943852,2.63265150854508e-28,0.967545226887597,0.999952104904969,0.999955799081836
"1147",23.3817487878788,23.6081482154882,25.4193436363636,25.4193436363636,22.6711247840188,6.642,2.03759484848485,2.03759484848485,2.71679313131313,2.71679313131313,-917.819797613115,-917.780648382414,-995.375363417746,-995.373946132528,2.15967019691476e-27,0.962852683403566,0.999978914678096,0.999985078017211
"1149",13.6170913888889,14.126984452862,20.5006477525252,17.9511824326599,14.7546613478411,6.52,3.31430491582492,3.05935838383838,2.54946531986532,5.35387717171717,-2652.8177767061,-2793.60109232379,-2880.85432505963,-2892.10995892739,2.22050245939189e-23,0.996382623871793,0.999987873063314,0.99999304057732
"1153",15.6355215488215,15.6355215488215,15.6355215488215,15.6355215488215,15.7568450389892,8.681,3.13423838383839,3.13423838383839,3.13423838383839,3.13423838383839,-1392.89311161447,-1392.95666614582,-1392.88527731286,-1392.95200640216,3.01322464064867e-28,0.992573244881923,0.99994650932584,0.999977341029444
"1162",14.5590608080808,14.5590608080808,11.2178577777778,11.2178577777778,13.5236073927128,9.425,4.00944363636364,4.00944363636364,7.79614040404041,7.79614040404041,-1801.05438050053,-1801.03333196904,-1812.46680282553,-1812.46278127936,1.74566754029211e-27,0.978093098433029,0.999982374916174,0.999984475252619
"1163",22.021768476431,21.5130190488216,25.583014469697,25.3286397558923,20.4437856313812,7.666,3.561245993266,3.30687127946129,2.54374713804714,2.54374713804714,-3402.1782056163,-3646.98526242569,-3749.58786754412,-3759.31018831446,5.63943446721247e-29,0.993951389799558,0.999965909808285,0.999981987741347
"1030",22.7190264646465,22.491146936027,32.2899666666667,16.1105201346801,22.7326788916577,4.748,2.27879528619529,2.27879528619529,0.455759057239057,3.19031340067341,431.798255395926,-309.849737410824,349.384429139636,-449.562771257249,3.11349989466096e-24,0.975590503654251,0.999978145770771,0.999986351508837
"1035",26.9805787878788,24.9113939393939,33.1881333333333,33.1881333333333,25.9172390512383,8.387,2.06918484848484,2.75891313131313,0.919637710437712,0.689728282828284,-456.209502843659,-659.874911747318,-647.318523436559,-667.814044644669,2.01978418477439e-23,0.991777366270791,0.999992382363146,0.999994249496897
"1039",16.9960228956229,17.8633548821549,14.3940269360269,17.2128558922559,18.3618305779055,8.634,3.03566195286196,3.25249494949496,5.20399191919193,3.25249494949495,-1468.47333691455,-1580.01544092449,-1569.74483308458,-1580.22247265889,9.88048036798284e-24,0.994654485795528,0.99997669555397,0.999987897513925
"1052",26.4699444444444,26.8617888888889,25.6862555555556,25.6862555555556,26.7498674706632,6.218,2.15514444444445,2.15514444444445,1.95922222222222,1.95922222222222,-1936.72070412377,-1981.85422914069,-2003.52965160662,-2003.47434354844,1.87949177797536e-25,0.99308565966341,0.999952789576839,0.999957490334224
"52",25.7545439393939,25.7545439393939,28.8464863636364,28.6256333333333,25.38168177973,14.258,3.97535454545455,3.97535454545455,3.09194242424243,3.75450151515152,-971.560636920809,-1035.65051698744,-1060.97877137444,-1088.29766865144,2.31241968501477e-24,0.93596900464547,0.999955861506347,0.999985683813827
"48",21.4408560606061,21.4408560606061,22.589952020202,25.3477823232323,22.7493513207721,10.565,4.82620303030303,3.90692626262626,4.82620303030303,3.67710707070707,-664.908242941631,-723.985439814328,-676.609541674532,-744.928934300767,2.50303403579461e-23,0.991720075607289,0.999983328332819,0.999987671165618
"58",22.9621971030821,22.4729248756799,34.2154583333333,34.2154583333333,22.8466658905684,6.613,3.42490559181559,2.93563336441336,0.489272227402225,0.489272227402225,-393.259000003904,-1205.30785903951,-1243.91043807501,-1450.11241092592,1.97829002091741e-23,0.98822779465708,0.999998637132327,0.999999138013007
"59",17.9012613830614,14.9965989121989,18.3853717948718,16.9330405594406,17.347941104945,6.211,3.38877288267289,3.8728832944833,5.08315932400933,4.1149385003885,37.4947276802609,-592.224926014401,-1176.03003106048,-1202.88710142469,2.00194179011749e-27,0.999124100710594,0.999925449375322,0.999959928169935
"57",19.9149287878788,19.6798318181818,25.0870621212121,19.6798318181818,20.6130113721183,9.033,3.52645454545454,3.29135757575757,3.29135757575757,3.52645454545454,-746.9762183677,-1002.38087420418,-916.284728647935,-1007.2576292591,1.18426994215894e-23,0.987422986613696,0.99997086468953,0.99998609019159
"61",20.8280045454545,20.8280045454545,15.3298606060606,15.9896378787879,21.2073256245584,7.742,3.29888636363637,3.51881212121212,3.73873787878788,3.73873787878788,-685.950401534623,-991.409539184938,-1072.48778121778,-1123.75196917854,2.36942455673329e-23,0.995592543492318,0.999920209615298,0.99997681413982
"62",18.5987111111111,18.5987111111111,21.6352222222222,20.9344888888889,18.1692161748481,7.319,3.27008888888889,3.27008888888889,3.97082222222222,3.27008888888889,-675.344822932029,-729.375301359936,-838.201048801187,-864.045071390914,1.04425170748291e-23,0.99689608884978,0.999920901539131,0.999952742360396
"69",19.0354318181818,19.0354318181818,20.757194949495,20.757194949495,19.0283100051588,7.86,3.44352626262626,3.44352626262626,3.68949242424242,3.68949242424242,19.5306406731692,17.0848432804745,7.37009635312406,7.37022945497371,1.2393707714557e-23,0.993456135394416,0.999936993365252,0.999942614151644
"70",21.7201727272727,20.3548636363636,16.4864878787879,16.7140393939394,21.1032590209566,7.545,6.82654545454545,3.41327272727273,2.9581696969697,3.41327272727273,-99.5699522817904,-494.429441656188,-373.06556557655,-854.609617233362,2.13381328604814e-28,0.990937021632212,0.999984814374532,0.999987580215869
"9",24.9052461538461,25.6134641025641,17.3509213675213,18.2952119658119,25.4534931049291,9.333,3.3050170940171,3.30501709401709,2.83287179487179,2.59679914529914,-1299.80845760886,-1558.27605352553,-1530.95168154239,-1698.86143159982,3.58329209330076e-28,0.984431358333062,0.999997558383204,0.999998906688239
"4",22.8098704545455,22.8098704545455,29.2786981818182,24.4869739393939,23.5599348966492,10.472,2.87503454545455,3.11462075757576,2.87503454545454,3.59379318181819,-746.711332658627,-875.186375592876,-869.656619111877,-883.809296739112,7.71909382781731e-28,0.970385669769549,0.999977126571222,0.999980015845351
"7",23.4742247474747,23.7127146464646,27.0515732323232,26.3361035353535,23.5567720195175,9.169,3.10036868686869,3.10036868686869,4.29281818181818,3.57734848484849,-607.627526817358,-946.178671156753,-869.76527636015,-1010.93944658588,3.56419407527459e-29,0.997595877567682,0.999979917861221,0.999981823419583
"10",25.09974375,27.87355625,37.5819,37.5819,26.1613528918936,12.199,3.60595625,4.16071875,0.554762500000002,0.83214375,-213.082352828136,-567.879365172379,-393.891628334827,-628.507245832721,7.33309120563727e-28,0.998048877014227,0.999959910403467,0.999976646394499
"12",27.5185212121212,23.8703318181818,34.8149,17.7900161616162,27.4678299412559,11.49,3.64818939393939,2.91855151515152,0.729637878787877,2.91855151515151,-1063.77134538015,-1235.13763838825,-1332.87700637851,-1419.49715202187,9.29891756615654e-30,0.99655169251273,0.99998926599831,0.999993572113368
"13",22.0662937062937,22.3106773892774,26.2208163170163,23.5325958041958,22.1695069524312,8.306,3.42137156177156,3.66575524475525,2.9326041958042,3.42137156177156,-505.263976732299,-857.201351229108,-777.431683695658,-960.596465766495,1.61521497080057e-23,0.976454381242445,0.999843434229758,0.999902772593929
"14",21.8456651515152,20.9958247474747,23.3328858585859,22.0581252525253,21.8354377873318,9.004,2.76198131313132,2.76198131313131,2.76198131313131,2.54952121212121,-888.099628122916,-957.177326712288,-925.770133767423,-993.700554809025,3.06130797841487e-28,0.999540368989266,0.999988107682957,0.999997890250719
"15",23.5364833333333,23.3324227272727,24.5567863636364,23.5364833333333,23.3426972109911,9.665,3.06090909090909,3.06090909090909,3.06090909090909,2.85684848484848,-781.056223529469,-896.860027225861,-889.354595844073,-1047.23739784455,1.27136157478983e-23,0.930785851111152,0.99998858174998,0.999992558447324
"17",27.4978686868687,27.2482863636364,28.496197979798,24.2532984848485,27.8524119960998,11.135,3.49415252525252,3.49415252525253,3.74373484848485,2.49582323232323,-527.262161938143,-641.083674902136,-697.196190533494,-815.721294280346,3.87152961120315e-28,0.982353448261136,0.999992343836226,0.999994989119655
"72",21.4167416666667,21.1436451515152,36.43705,36.43705,21.8104125539037,9.507,3.82335121212121,3.27715818181818,0.54619303030303,0.819289545454545,-515.930031786864,-737.739549029515,-750.698491486081,-768.254871685189,5.58062852565797e-30,0.991464881804246,0.999987981046467,0.999994918557967
"75",19.7718106837607,19.3176863170163,19.3176863170163,22.0424325174825,19.711714393059,7.465,2.72474620046621,2.72474620046621,2.27062183372184,2.7247462004662,-819.526900478989,-890.717910066958,-1216.55506686979,-1276.50014401905,2.31297798323153e-23,0.999375727054538,0.999966805891287,0.999983541939299
"76",21.2871888111888,21.5007383216783,11.4639113286713,18.2974956643356,21.9350007474652,9.70500000000001,2.98969314685314,2.77614363636363,5.55228727272726,2.77614363636363,-1108.52565025927,-1346.85537596544,-1444.53775617447,-1527.33775467272,4.65369237412222e-24,0.997144711335072,0.999998934296643,0.999999372902872
"95",19.5920666666667,18.1029722222222,30.8666388888889,27.6757222222222,19.0815482069698,8.455,2.55273333333334,2.34000555555555,3.40364444444445,2.76546111111111,-764.443122636192,-937.833562240267,-934.232008215379,-985.471120161363,1.1671975400327e-28,0.999068273555301,0.999992989088347,0.999997000461956
"98",21.537344949495,21.7499606060606,28.9788929292929,23.2382702020202,21.740920998088,8.3,3.61446616161616,3.4018505050505,2.97661919191919,3.18923484848485,-614.955214449074,-805.280473405774,-739.143230346133,-813.704097041069,6.11492186154406e-30,0.994185867746828,0.999970763583488,0.999995603665494
"101",21.4895343434343,21.4895343434343,21.9696939393939,21.4895343434343,20.8460502456009,8.893,3.60119696969697,3.60119696969697,3.36111717171717,3.60119696969697,-755.097133579909,-775.54504927243,-757.127853373909,-775.543272490667,9.75870867663786e-29,0.983982404717828,0.999975016748361,0.999980183125309
"63",28.48755,28.48755,28.48755,28.48755,22.6364763567843,9.536,0.13265909090909,0.0884393939393924,0.13265909090909,0.0884393939393924,-206.763734222797,-227.534264886225,-230.678883919986,-227.53438944523,1.33511298344872e-28,0.996240092852158,0.999224139944015,0.999846541891998
"66",23.8441727272727,23.3912272727273,24.7500636363636,22.7118090909091,23.6484590674347,11.773,3.85003636363637,3.39709090909091,6.11476363636364,2.94414545454546,-786.190779754026,-894.309302488011,-849.598222502906,-904.09869422552,1.2220166631427e-23,0.969119121663861,0.999964025260788,0.99996930491612
"68",22.9545777777778,22.5087858585859,26.0751212121212,20.0569303030303,22.9615027979565,8.718,3.12054343434344,2.67475151515152,3.12054343434344,2.2289595959596,-774.71800946857,-859.873489083693,-834.777370335701,-920.497875694111,1.84985592203205e-23,0.997468610042924,0.999936340160215,0.999982584649791
"3",21.7188926184926,21.9432509324009,19.6996677933178,20.3727427350427,21.785415416075,8.707,3.1410163947164,3.81409133644134,3.36537470862471,2.91665808080808,-354.411701892534,-1135.71202439341,-555.650070265034,-1169.82518254151,1.42719862149985e-27,0.987727435660342,0.999900294836829,0.99992504341195
"6",23.7767646464646,23.579695959596,30.4771,30.4771,23.4655617170427,7.645,2.36482424242424,2.75896161616161,0.19706868686869,0.394137373737372,-407.649250676608,-965.73763490563,-921.096130513839,-970.254746712577,9.73815615283036e-24,0.997311236847201,0.999996820648812,0.999997883053244
"2",26.3630461538461,26.3630461538461,26.3630461538461,26.3630461538461,23.3452849782458,9.267,0.176644599844604,0.176644599844604,0.220805749805752,0.176644599844604,-330.463296415604,-405.75870122506,-420.795591399631,-418.518216759233,5.92409092695005e-29,0.998744925584245,0.999968179767486,0.999985353709756
"1",22.6537236985237,22.6537236985237,28.2452116550116,23.1010427350427,22.5707660857606,9.541,3.35489277389277,3.13123325563325,2.90757373737373,2.90757373737374,-647.722086333631,-1024.19254730189,-1230.26082826423,-1294.92149706355,1.09176833628568e-27,0.986184679991534,0.999982714792342,0.999997021946318
"5",23.2019939393939,23.6652333333333,28.0660075757576,28.0660075757576,23.1842815449715,9.226,3.24267575757576,3.24267575757576,3.01105606060606,3.01105606060606,-270.149642151949,-426.803385522893,-625.22978652221,-625.22889399191,1.04567908776436e-23,0.995730146458895,0.999972649777965,0.999986941133625
"11",21.5236591006216,21.2911417832168,23.3837976398601,21.7561764180264,21.299696705941,7.183,3.02272512626262,3.25524244366744,2.79020780885781,3.25524244366744,-1590.27760027264,-2320.7550127748,-2254.83866015436,-2474.81565191067,3.35652257081733e-25,0.998401746373139,0.999980407059229,0.999996985851578
"33",21.2290647241647,23.7774964257964,25.2640815850816,28.6619905205905,20.8050509920943,8.391,2.5484317016317,3.18553962703962,3.18553962703962,2.33606239316239,-84.2949949241382,-511.390208318752,-192.805904642207,-1035.76819433811,7.09310548495999e-28,0.979976499749535,0.999913568394832,0.999977908313054
"38",24.9152879564879,24.9152879564879,31.1283595959596,34.013,25.0358830388663,10.552,3.32843123543124,2.88464040404041,5.10359456099457,0.665686247086249,-293.976141287992,-1454.075131825,-1119.13886592422,-1645.27963855267,1.76623418330213e-23,0.991666418532571,0.999996235775797,0.999996935535662
"40",27.0387338383838,25.8527212121212,26.0899237373737,26.3271262626263,27.5237037937111,13.19,3.32083535353535,3.55803787878788,2.37202525252525,2.8464303030303,-1599.23660490894,-1706.78251868901,-1750.46816502655,-1778.10754234921,4.7445869734332e-29,0.997334929052398,0.999984652405615,0.999994610603705
"42",23.699934965035,23.699934965035,23.699934965035,23.2791057498058,24.0528272833406,9.702,2.73538989898989,2.73538989898989,2.73538989898989,2.9458045066045,-763.411025221835,-1047.91824679044,-763.405795704161,-1234.30242850066,2.27107514118477e-28,0.938198423010708,0.99994827049298,0.999959369967523
"83",21.5632788888889,20.8464772222222,27.0587583333333,24.9083533333333,21.1292766137889,6.632,2.62827277777778,2.38933888888889,1.91147111111111,2.62827277777778,-844.604555983827,-1745.83098217079,-1741.65176713745,-2127.31779586736,3.58122665788063e-29,0.999214023973223,0.999956024693551,0.999987783553588
"86",25.1699755555556,17.7507022222222,12.80452,22.3164088888889,24.6127333392645,7.844,2.66332888888889,2.47309111111111,0.380475555555556,1.52190222222222,-773.777877136135,-1116.65932442844,-1477.01094136263,-1682.34637931029,1.58650912179132e-28,0.999072645479771,0.999938538953443,0.999953641936374
"94",22.0533641414141,21.5562934343434,22.7989702020202,22.7989702020202,21.9726376055229,8.374,2.73388888888889,2.73388888888889,2.98242424242424,2.98242424242424,-877.910341191914,-947.779341943545,-995.099220371241,-995.096500706749,9.63801181704428e-24,0.999633311830813,0.999984146682414,0.999987060297302
"96",21.7765454545455,20.2189005050505,17.7711727272727,19.106296969697,21.3132185606105,7.536,2.89276919191919,2.89276919191919,3.78285202020202,3.1152898989899,-491.701002109871,-910.692773891898,-880.3808983073,-932.978645438317,1.3180456857603e-23,0.999155964370495,0.999971967076784,0.999991347587739
"97",22.1000590909091,21.85995,18.2583136363636,16.8176590909091,22.2453020290048,6.99,2.88130909090909,2.88130909090909,3.84174545454545,4.80218181818182,-1037.53298638226,-1058.40100615543,-1075.87256610178,-1128.42559595796,2.09700852206162e-28,0.997395300912752,0.999975789075469,0.99997760418136
"99",22.9171606060606,22.2425651515152,27.4144636363636,25.6155424242424,22.5145855518963,7.838,2.92324696969697,2.92324696969697,2.92324696969697,3.59784242424243,-628.499850571581,-780.028238184687,-839.40160865953,-843.595425685513,1.44679820247936e-23,0.997950338639807,0.999966766842932,0.999985863270098
"100",25.3261338383838,25.5570015151515,26.7113398989899,24.8643984848485,25.3712684986237,11.376,3.69388282828283,3.46301515151515,3.23214747474748,3.23214747474747,-697.437263906181,-720.734607956939,-744.72627983895,-763.000794962074,1.47438731319601e-23,0.853124074200059,0.999984953522065,0.999991687521643
"118",22.7524368686869,21.9529297979798,15.75675,17.1558873737374,21.9705184045454,9.679,2.39852121212121,2.79827474747475,1.19926060606061,3.19802828282828,-744.235348304454,-879.633539882274,-1056.24692229009,-1060.30441801492,3.07127844152424e-23,0.996659984824865,0.999988674719083,0.999992580234801
"119",22.0392454545455,21.4277,29.7854878787879,23.4661848484849,21.2460645239099,8.467,3.05772727272727,3.26157575757576,4.0769696969697,2.6500303030303,-206.959641557082,-279.742406020355,-247.301040438743,-284.921474669152,4.90477045576387e-23,0.997587704618816,0.999994024234137,0.999996415967749
"120",22.0798580808081,22.3163282828283,27.0457323232323,27.0457323232323,21.4739735479723,8.299,3.07411262626263,2.83764242424242,2.83764242424242,2.83764242424242,-147.06689243889,-475.835851296951,-687.629709984056,-687.627986617147,7.69916338362833e-28,0.993560111248588,0.999966085401218,0.999973734327048
